Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25183.52472679  .00007820  00000+0  25579-3 0  9993,2 55009  97.3683 243.3066 0005430 296.4032  63.6652 15.31964959138517
MENUT,1 55010U 23001B   25183.48445124  .00005338  00000+0  18538-3 0  9994,2 55010  97.3761 243.7051 0005819 299.4008  60.6652 15.30177247138490
BRO-8,1 55011U 23001C   25183.50568071  .00011449  00000+0  39346-3 0  9995,2 55011  97.3751 242.8835 0006890 305.6710  54.3889 15.30243430138434
CONNECTA T1.2,1 55012U 23001D   25183.16287110  .00007186  00000+0  21145-3 0  9991,2 55012  97.3770 246.3714 0006246 282.1334  77.9210 15.35363964138627
BIRKELAND,1 55015U 23001G   25183.50394938  .00005147  00000+0  16659-3 0  9998,2 55015  97.3806 246.5505 0006039 280.0319  80.0241 15.32477747138665
OBJECT H,1 55016U 23001H   25183.48244565  .00006880  00000+0  22734-3 0  9992,2 55016  97.3671 243.3525 0006283 287.6467  72.4089 15.31678484138521
KSF3-B,1 55019U 23001L   25183.50922626  .00017730  00000+0  29752-3 0  9992,2 55019  97.3719 254.8758 0007024 167.2609 192.8822 15.51840566139243
FLOCK 4Y-24,1 55020U 23001M   25182.76266883  .00028141  00000+0  34982-3 0  9996,2 55020  97.3701 256.3945 0004576 218.1522 141.9411 15.59935900139301
FLOCK 4Y-32,1 55021U 23001N   25183.20334063  .01143343  72342-3  17794-2 0  9999,2 55021  97.3488 259.3168 0012090 249.5399 110.4584 16.04127770139552
FLOCK 4Y-22,1 55022U 23001P   25183.47811849  .00026178  00000+0  35500-3 0  9990,2 55022  97.3627 256.6221 0004924 210.7215 149.3753 15.57630215139393
FLOCK 4Y-18,1 55023U 23001Q   25183.15641680  .00026968  00000+0  34042-3 0  9997,2 55023  97.3696 257.0998 0004498 225.4198 134.6692 15.59539091139352
FLOCK 4Y-14,1 55024U 23001R   25183.19338501  .00025530  00000+0  31505-3 0  9992,2 55024  97.3630 256.8791 0004030 208.9752 151.1282 15.60150760139378
FLOCK 4Y-30,1 55025U 23001S   25183.45351307  .00282134  00000+0  13237-2 0  9997,2 55025  97.3672 259.2694 0010240 214.7656 145.2945 15.82381894139527
FLOCK 4Y-25,1 55027U 23001U   25183.20189779  .00125857  00000+0  10899-2 0  9993,2 55027  97.3599 256.7613 0007481 204.9630 155.1270 15.68733509139390
FLOCK 4Y-5,1 55028U 23001V   25182.75293935  .00174396  00000+0  18605-2 0  9998,2 55028  97.3661 256.6278 0005534 234.2578 125.8167 15.63362794139311
FLOCK 4Y-10,1 55029U 23001W   25183.47554584  .00030066  00000+0  36398-3 0  9994,2 55029  97.3632 257.3452 0005004 214.5961 145.4971 15.60618493139421
FLOCK 4Y-17,1 55031U 23001Y   25183.46110210  .01501769  15419-2  18101-2 0  9998,2 55031  97.3447 259.3401 0012252 250.9489 109.0467 16.08490916139546
FLOCK 4Y-7,1 55032U 23001Z   25182.65006472  .00026250  00000+0  39012-3 0  9991,2 55032  97.3674 254.6509 0005207 219.4563 140.6312 15.55142722139181
LYNK TOWER 4,1 55034U 23001AB  25183.12110430  .00006397  00000+0  24470-3 0  9998,2 55034  97.3717 240.8750 0007730 286.5011  73.5378 15.26903853138297
UMBRA-05,1 55036U 23001AD  25183.12641043  .00040954  00000+0  10026-2 0  9997,2 55036  97.3689 240.7219 0005967 152.5900 207.5662 15.40638644138288
SKYKRAFT-1,1 55041U 23001AJ  25183.50064486  .00012709  00000+0  31531-3 0  9997,2 55041  97.3697 248.2081 0006131 255.1264 104.9303 15.40480310138827
FLOCK 4Y-33,1 55042U 23001AK  25182.73287474  .00036260  00000+0  45971-3 0  9997,2 55042  97.3712 256.2234 0004976 216.7371 143.3545 15.59364266139290
FLOCK 4Y-11,1 55043U 23001AL  25182.81016182  .00026788  00000+0  39669-3 0  9994,2 55043  97.3719 254.6132 0005337 234.2031 125.8727 15.55236558139168
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25183.50633212  .00007614  00000+0  29951-3 0  9992,2 55045  97.3743 246.4900 0006818 237.2012 122.8570 15.25912515138888
LYNK TOWER 3,1 55046U 23001AP  25182.73932691  .00006215  00000+0  23473-3 0  9999,2 55046  97.3721 240.9688 0007970 289.5873  70.4505 15.27335623138261
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25183.52491801  .00009024  00000+0  33093-3 0  9991,2 55047  97.3470 245.6342 0008705 195.2371 164.8607 15.28170624138940
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25183.49297612  .00007592  00000+0  28861-3 0  9997,2 55048  97.2393 240.8707 0004682 268.3482  91.7221 15.27053332138902
ICEYE-X21,1 55049U 23001AS  25183.45702494  .00022336  00000+0  50126-3 0  9995,2 55049  97.3740 250.0626 0014618 247.4114 112.5588 15.43286840138923
