Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25263.95562378  .00013324  00000+0  41110-3 0  9990,2 55009  97.3596 323.3691 0006839  19.1764 340.9735 15.33673607150830
MENUT,1 55010U 23001B   25263.92452786  .00032212  00000+0  10010-2 0  9991,2 55010  97.3670 323.6876 0005785  23.8821 336.2688 15.33265618150809
BRO-8,1 55011U 23001C   25263.94491470  .00020358  00000+0  64485-3 0  9991,2 55011  97.3662 322.8559 0008007  26.8246 333.3409 15.32735320150747
CONNECTA T1.2,1 55012U 23001D   25263.73928662  .00013836  00000+0  38190-3 0  9994,2 55012  97.3686 327.0941 0007219   7.1265 353.0081 15.37168768150996
BIRKELAND,1 55015U 23001G   25263.98179366  .00009272  00000+0  28524-3 0  9992,2 55015  97.3725 326.8378 0007244   6.3399 353.7934 15.33863676150991
OBJECT H,1 55016U 23001H   25263.93054792  .00013185  00000+0  41170-3 0  9993,2 55016  97.3583 323.3784 0007522  11.9383 348.2036 15.33291204150849
KSF3-B,1 55019U 23001L   25264.00367008  .00053604  00000+0  69121-3 0  9998,2 55019  97.3638 337.7949 0003837 232.7357 127.3550 15.58838881151757
FLOCK 4Y-24,1 55020U 23001M   25263.41962137  .06025322  24414-5  17129-2 0  9991,2 55020  97.3439 341.8338 0012958 278.1967  81.7856 16.27424757151999
FLOCK 4Y-22,1 55022U 23001P   25263.76463502  .00502608  00000+0  22438-2 0  9992,2 55022  97.3478 340.4805 0008125 254.9843 105.0528 15.82938526151950
FLOCK 4Y-18,1 55023U 23001Q   25263.84116267  .04382170  24009-5  21400-2 0  9998,2 55023  97.3343 342.4877 0012574 275.5011  84.4844 16.20924466152056
FLOCK 4Y-14,1 55024U 23001R   25262.86235856  .04335346  24220-5  19151-2 0  9994,2 55024  97.3545 341.2770 0013032 260.1835  99.7983 16.22178362151919
FLOCK 4Y-7,1 55032U 23001Z   25263.93213115  .00288329  00000+0  20222-2 0  9995,2 55032  97.3555 339.0582 0006220 251.0445 109.0145 15.73337621151861
LYNK TOWER 4,1 55034U 23001AB  25263.89742006  .00009861  00000+0  36268-3 0  9998,2 55034  97.3630 320.6722 0009045  10.6561 349.4869 15.28045094150621
UMBRA-05,1 55036U 23001AD  25263.73274713  .00122822  00000+0  19855-2 0  9993,2 55036  97.3581 322.5240 0005312 213.3236 146.7683 15.52400288150739
SKYKRAFT-1,1 55041U 23001AJ  25263.97411286  .00027491  00000+0  61163-3 0  9999,2 55041  97.3610 329.4441 0005896 339.8035  20.2978 15.43598696151224
FLOCK 4Y-33,1 55042U 23001AK  25263.72143210  .01579086  16162-2  23807-2 0  9996,2 55042  97.3469 341.6845 0011302 265.3823  94.6167 16.04914465152015
FLOCK 4Y-11,1 55043U 23001AL  25263.74666349  .00252339  00000+0  19288-2 0  9999,2 55043  97.3609 338.6183 0006672 264.8723  95.1779 15.71391413151783
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25264.00733546  .00013030  00000+0  50276-3 0  9991,2 55045  97.3682 325.9259 0006470 329.4110  30.6751 15.26403756151163
LYNK TOWER 3,1 55046U 23001AP  25263.87705766  .00011445  00000+0  41043-3 0  9999,2 55046  97.3635 321.2002 0009133  10.9492 349.1945 15.28835202150654
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25263.94470491  .00013306  00000+0  50190-3 0  9993,2 55047  97.3420 324.8923 0006718 284.1980  75.8513 15.27148527151225
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25263.98574328  .00013756  00000+0  49403-3 0  9996,2 55048  97.2305 319.0126 0005605   2.0616 358.0647 15.28761034151190
ICEYE-X21,1 55049U 23001AS  25263.96634437  .00040778  00000+0  79380-3 0  9994,2 55049  97.3656 331.7530 0013658 317.5051  42.5140 15.47359608151357
ION SCV-008,1 55051U 23001AU  25263.81771106  .00007619  00000+0  31802-3 0  9990,2 55051  97.5816 351.4278 0015451 236.8309 123.1446 15.23842006150245
EOSSAT-1,1 55053U 23001AW  25263.89932119  .00008753  00000+0  31490-3 0  9996,2 55053  97.3648 322.0152 0010057   8.1850 351.9552 15.28797616150702
SKYKRAFT-1A,1 55054U 23001AX  25263.71036272  .00005582  00000+0  22232-3 0  9994,2 55054  97.3647 320.2509 0010656  14.3419 345.8119 15.25588339150587
VIGORIDE-5,1 55056U 23001AZ  25263.72571816  .00026617  00000+0  67029-3 0  9990,2 55056  97.3621 325.1348 0003246   5.4261 354.7020 15.39879624150911
SKYKRAFT-1B,1 55058U 23001BB  25263.72931448  .00096377  00000+0  93514-3 0  9991,2 55058  97.3547 336.4766 0003737 286.9835  73.1015 15.66032397151675
ION SCV-007,1 55060U 23001BD  25263.91042040  .00000687  00000+0  10428-3 0  9998,2 55060  97.9401 326.7605 0013629 122.5659 237.6870 14.77150725146494
SKYKRAFT-1C,1 55061U 23001BE  25263.72991229  .00003896  00000+0  17045-3 0  9997,2 55061  97.3628 318.0944 0011575  24.5350 335.6435 15.22583273150442
ICEYE-X27,1 55062U 23001BF  25263.92362180  .00135949  00000+0  11810-2 0  9996,2 55062  97.3563 334.6266 0000334 165.8667 194.2603 15.68656794151540
NUSAT-32 (ALBANIA-1),1 55064U 23001BH  25263.96154325  .00061457  00000+0  84522-3 0  9995,2 55064  97.2203 326.3024 0003915 258.8762 101.2053 15.57078637152112
FLOCK 4Y-12,1 55065U 23001BJ  25263.77619311  .01369452  10909-2  22758-2 0  9997,2 55065  97.3459 342.1577 0012372 279.4412  80.5470 16.03114220152027
FLOCK 4Y-2,1 55074U 23001BT  25263.71704764  .01552077  15321-2  23943-2 0  9995,2 55074  97.3439 341.9803 0012263 270.6955  89.2920 16.04486275152027
YAM-5,1 55076U 23001BV  25263.91179293  .00011711  00000+0  38800-3 0  9990,2 55076  97.3621 323.1011 0009960   4.8085 355.3250 15.31399704150790
FLOCK 4Y-21,1 55077U 23001BW  25263.25454349  .03316831  23972-5  20820-2 0  9991,2 55077  97.3544 341.9890 0012877 244.9771 115.0180 16.17602312151979
OBJECT CA,1 55081U 23001CA  25264.00143719  .00077751  00000+0  78832-3 0  9996,2 55081  97.3567 337.2101 0003985 291.6458  68.4376 15.64986733151727
GAMA-ALPHA,1 55084U 23001CD  25263.72481498  .00069042  00000+0  84610-3 0  9991,2 55084  97.3612 335.4266 0004398 294.0874  65.9923 15.60122331151600
KSF3-D,1 55085U 23001CE  25263.99282671  .00352081  00000+0  15431-2 0  9995,2 55085  97.3523 340.0253 0005532 250.7922 109.2750 15.83720352151932
KSF3-A,1 55086U 23001CF  25264.00354462  .00053134  00000+0  68554-3 0  9999,2 55086  97.3641 337.9192 0001737 223.7541 136.3578 15.58831735151761
HUYGENS,1 55093U 23001CN  25263.98191589  .00009969  00000+0  30627-3 0  9999,2 55093  97.3646 326.3864 0009741 338.5268  21.5565 15.33864624151011
KUWAITSAT-1,1 55103U 23001CY  25263.89283457  .00018147  00000+0  50370-3 0  9992,2 55103  97.3650 327.3634 0009728 339.1733  20.9114 15.36913204151052
SHARJAHSAT-1,1 55104U 23001CZ  25263.94097175  .00018070  00000+0  49780-3 0  9997,2 55104  97.3607 325.5716 0007076  11.0638 349.0761 15.37171994150965
AAC-AIS-SAT1,1 55107U 23001DC  25263.97457556  .00006058  00000+0  65838-3 0  9991,2 55107  97.9500 334.6083 0011309  89.0074 271.2438 14.88415371138189
