Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25276.61104118  .00021871  00000+0  66089-3 0  9999,2 55009  97.3576 335.9758 0005610 329.2068  30.8845 15.34236550152774
MENUT,1 55010U 23001B   25276.64609938  .00046361  00000+0  13845-2 0  9996,2 55010  97.3647 336.3705 0004492 330.2796  29.8191 15.34454734152755
BRO-8,1 55011U 23001C   25276.60683406  .00033289  00000+0  10226-2 0  9990,2 55011  97.3640 335.4654 0006899 338.0046  22.0900 15.33620419152688
CONNECTA T1.2,1 55012U 23001D   25276.17072897  .00026921  00000+0  72664-3 0  9999,2 55012  97.3664 339.5587 0006115 315.0778  44.9972 15.37730144152901
BIRKELAND,1 55015U 23001G   25276.63632913  .00015279  00000+0  46267-3 0  9998,2 55015  97.3707 339.4679 0006128 314.6266  45.4476 15.34243599152932
OBJECT H,1 55016U 23001H   25276.58926961  .00020839  00000+0  63824-3 0  9998,2 55016  97.3562 335.9784 0006392 321.4444  38.6342 15.33814009152785
KSF3-B,1 55019U 23001L   25276.63938958  .00178400  00000+0  20014-2 0  9997,2 55019  97.3613 350.8939 0004355 199.3320 160.7774 15.62056776153727
FLOCK 4Y-22,1 55022U 23001P   25276.19375494  .04060910  23818-5  27575-2 0  9999,2 55022  97.3418 353.9968 0012657 276.3475  83.6370 16.16532712153938
FLOCK 4Y-7,1 55032U 23001Z   25276.48045456  .00902277  00000+0  32369-2 0  9990,2 55032  97.3482 352.4177 0007844 254.5920 105.4484 15.86613402153842
LYNK TOWER 4,1 55034U 23001AB  25276.07630604  .00015153  00000+0  54940-3 0  9990,2 55034  97.3608 332.7052 0007843 324.0157  36.0554 15.28417595152488
UMBRA-05,1 55036U 23001AD  25276.60477634  .00234072  00000+0  30703-2 0  9996,2 55036  97.3551 335.7520 0004474 194.6274 165.4853 15.57742450152738
SKYKRAFT-1,1 55041U 23001AJ  25276.61126193  .00041215  00000+0  88292-3 0  9996,2 55041  97.3591 342.2298 0005562 284.1438  75.9192 15.44640386153170
FLOCK 4Y-11,1 55043U 23001AL  25276.19016020  .00729823  00000+0  32026-2 0  9999,2 55043  97.3544 351.8221 0008332 253.3103 106.7252 15.82750178153743
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25276.65745362  .00021739  00000+0  82218-3 0  9990,2 55045  97.3663 338.4033 0006102 274.7483  85.3059 15.26958122153092
LYNK TOWER 3,1 55046U 23001AP  25276.63818801  .00019607  00000+0  69013-3 0  9997,2 55046  97.3613 333.8252 0007960 322.2934  37.7748 15.29332306152608
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25275.41230596  .00044783  00000+0  16722-2 0  9993,2 55047  97.3404 336.1701 0007191 235.5426 124.5134 15.27217032152970
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25276.61635264  .00022069  00000+0  77674-3 0  9995,2 55048  97.2285 331.2831 0004560 308.1599  51.9230 15.29328287153127
ICEYE-X21,1 55049U 23001AS  25276.63499684  .00066605  00000+0  12175-2 0  9990,2 55049  97.3635 344.6563 0014237 271.1485  88.8135 15.49043070153313
ION SCV-008,1 55051U 23001AU  25276.55553986  .00013937  00000+0  57267-3 0  9992,2 55051  97.5804   4.3028 0016212 190.8897 169.1991 15.24184469152189
EOSSAT-1,1 55053U 23001AW  25276.59584231  .00014171  00000+0  50250-3 0  9991,2 55053  97.3634 334.5780 0008746 319.5775  40.4815 15.29154903152643
SKYKRAFT-1A,1 55054U 23001AX  25276.63077841  .00009524  00000+0  37456-3 0  9990,2 55054  97.3629 332.9706 0009369 326.8842  33.1809 15.25829006152557
VIGORIDE-5,1 55056U 23001AZ  25276.19841556  .00064279  00000+0  15505-2 0  9993,2 55056  97.3604 337.6867 0002791 307.2535  52.8457 15.40987858152831
SKYKRAFT-1B,1 55058U 23001BB  25276.43137637  .00205306  00000+0  16888-2 0  9993,2 55058  97.3515 349.7783 0004871 246.4973 113.5778 15.69769093153669
ION SCV-007,1 55060U 23001BD  25276.44201251  .00001513  00000+0  22064-3 0  9999,2 55060  97.9379 339.0925 0013841  85.9557 274.3235 14.77184564148342
SKYKRAFT-1C,1 55061U 23001BE  25276.61031084  .00007000  00000+0  30229-3 0  9993,2 55061  97.3609 330.7131 0010215 339.1387  20.9431 15.22765807152408
ICEYE-X27,1 55062U 23001BF  25275.70855122  .00256550  00000+0  17903-2 0  9999,2 55062  97.3531 347.0294 0002195 249.8117 110.2911 15.73561992153390
NUSAT-32 (ALBANIA-1),1 55064U 23001BH  25276.61328583  .00095324  00000+0  11973-2 0  9999,2 55064  97.2178 339.1267 0004749 214.6122 145.4827 15.59372760154083
YAM-5,1 55076U 23001BV  25276.12907623  .00019166  00000+0  62412-3 0  9991,2 55076  97.3603 335.2330 0008965 317.7369  42.3180 15.31852262152669
OBJECT CA,1 55081U 23001CA  25276.58699411  .00129916  00000+0  11617-2 0  9995,2 55081  97.3541 350.3668 0004779 245.3605 114.7159 15.67952289153699
GAMA-ALPHA,1 55084U 23001CD  25276.47908203  .00132728  00000+0  14604-2 0  9992,2 55084  97.3586 348.6673 0005168 244.7125 115.3599 15.62704531153594
KSF3-D,1 55085U 23001CE  25276.57558475  .01139015  67458-3  21662-2 0  9999,2 55085  97.3481 353.6458 0008208 258.4229 101.6128 16.00768687153930
KSF3-A,1 55086U 23001CF  25276.63973372  .00156840  00000+0  17802-2 0  9995,2 55086  97.3616 351.0186 0003657 203.0369 157.0725 15.61826809153738
HUYGENS,1 55093U 23001CN  25276.63641470  .00015349  00000+0  46426-3 0  9997,2 55093  97.3627 339.0031 0009154 286.3971  73.6266 15.34255872152956
KUWAITSAT-1,1 55103U 23001CY  25276.13046915  .00027236  00000+0  73716-3 0  9997,2 55103  97.3632 339.6240 0009128 289.2226  70.8031 15.37619836152932
SHARJAHSAT-1,1 55104U 23001CZ  25276.63206985  .00027552  00000+0  73945-3 0  9993,2 55104  97.3586 338.2843 0006025 320.0093  40.0708 15.37902372152912
AAC-AIS-SAT1,1 55107U 23001DC  25276.61207287  .00012038  00000+0  12920-2 0  9998,2 55107  97.9483 347.2836 0010724  51.3598 308.8576 14.88708876140063
ASTROCAST-0402,1 55109U 23001DE  25276.18778445  .00017107  00000+0  72913-3 0  9992,2 55109  97.5704   1.4607 0006626  73.7213 286.4752 15.22999862105345
ASTROCAST-0401,1 55110U 23001DF  25276.46632100  .00017039  00000+0  72420-3 0  9999,2 55110  97.5692   1.7446 0009532  37.2977 322.8920 15.23073189152067
ASTROCAST-0403,1 55111U 23001DG  25276.48495975  .00018422  00000+0  77972-3 0  9993,2 55111  97.5753   2.0890 0006688 152.5315 207.6276 15.23220206105380
ASTROCAST-0404,1 55112U 23001DH  25276.23810035  .00013530  00000+0  57820-3 0  9990,2 55112  97.5787   2.2365 0007868 170.9451 189.1928 15.22955007105351
