Satélite,TLE Época,Timestamp,Latitud (°),Longitud (°),Altitud (km),Elevación (°),Azimut (°),Distancia (km),FSPL_UL (dB),A_lluvia (dB),SNR_UL (dB),VISIBLE (1/0),TRANSMISIÓN (1/0)
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T01:46:02.292672+00:00,1.378853,145.17633,493.18,-35.256,97.807,8161.972,176.25,0.0,-17.99,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T01:51:02.292672+00:00,-17.611373,141.341662,497.449,-39.785,115.488,8889.308,176.99,0.0,-18.73,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T01:56:02.292672+00:00,-36.501232,136.886144,504.532,-44.65,132.53,9629.269,177.69,0.0,-19.43,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T02:01:02.292672+00:00,-55.163866,130.305714,512.133,-49.536,149.64,10320.38,178.29,0.0,-20.03,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T02:06:02.292672+00:00,-73.098208,114.23303,517.586,-54.102,167.614,10912.83,178.77,0.0,-20.51,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T02:11:02.292672+00:00,-81.614457,22.369373,518.926,-57.939,187.229,11367.0,179.13,0.0,-20.87,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T02:16:02.292672+00:00,-66.22468,-25.060933,515.646,-60.54,208.905,11652.087,179.34,0.0,-21.08,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T02:21:02.292672+00:00,-47.862263,-35.36208,508.902,-61.403,232.113,11745.385,179.41,0.0,-21.15,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T02:26:02.292672+00:00,-29.08579,-40.792239,501.068,-60.26,255.207,11632.301,179.33,0.0,-21.07,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T02:31:02.292672+00:00,-10.142124,-44.90134,494.806,-57.253,276.483,11307.026,179.08,0.0,-20.82,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T02:36:02.292672+00:00,8.865131,-48.685193,491.999,-52.806,295.323,10773.716,178.66,0.0,-20.4,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T02:41:02.292672+00:00,27.844132,-52.754948,493.004,-47.386,312.146,10048.199,178.06,0.0,-19.8,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T02:46:02.292672+00:00,46.689364,-58.057736,496.585,-41.386,327.839,9160.643,177.25,0.0,-18.99,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T02:51:02.292672+00:00,65.166489,-67.835686,500.546,-35.146,343.46,8160.355,176.25,0.0,-17.99,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T02:56:02.292672+00:00,81.11398,-110.142549,502.758,-29.029,0.226,7124.949,175.07,0.0,-16.81,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T03:01:02.292672+00:00,73.932884,153.537731,502.101,-23.567,19.533,6175.976,173.83,0.0,-15.57,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T03:06:02.292672+00:00,56.003215,136.287866,498.949,-19.644,42.506,5493.167,172.81,0.0,-14.55,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T03:11:02.292672+00:00,37.291763,129.517905,495.004,-18.44,68.439,5281.122,172.47,0.0,-14.21,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T03:16:02.292672+00:00,18.366462,125.008709,492.548,-20.542,93.857,5635.776,173.03,0.0,-14.77,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T03:21:02.292672+00:00,-0.635567,121.161908,493.404,-25.279,115.579,6451.758,174.21,0.0,-15.95,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T03:26:02.292672+00:00,-19.619829,117.297636,498.047,-31.548,133.283,7527.477,175.55,0.0,-17.29,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T03:31:02.292672+00:00,-38.493272,112.717564,505.309,-38.575,148.221,8687.282,176.79,0.0,-18.53,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T03:36:02.292672+00:00,-57.118145,105.708664,512.804,-45.906,161.855,9807.207,177.85,0.0,-19.59,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T03:41:02.292672+00:00,-74.861516,87.027215,517.893,-53.217,175.627,10801.395,178.68,0.0,-20.42,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T03:46:02.292672+00:00,-80.560678,-12.409482,518.736,-60.143,191.25,11608.366,179.31,0.0,-21.05,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T03:51:02.292672+00:00,-64.318159,-50.313567,515.005,-66.075,211.122,12183.068,179.73,0.0,-21.47,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T03:56:02.292672+00:00,-45.883333,-59.675561,508.018,-69.885,237.698,12493.008,179.95,0.0,-21.69,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T04:01:02.292672+00:00,-27.082324,-64.881423,500.229,-70.136,268.834,12516.733,179.96,0.0,-21.71,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T04:06:02.292672+00:00,-8.127266,-68.922752,494.266,-66.599,296.177,12243.59,179.77,0.0,-21.51,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T04:11:02.292672+00:00,10.881632,-72.708019,491.875,-60.538,316.167,11674.094,179.36,0.0,-21.1,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T04:16:02.292672+00:00,29.852259,-76.849956,493.237,-53.13,330.896,10820.542,178.7,0.0,-20.44,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T04:21:02.292672+00:00,48.674877,-82.391061,496.971,-45.002,342.85,9707.985,177.76,0.0,-19.5,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-04T04:26:02.292672+00:00,67.075508,-93.198697,500.837,-36.456,353.836,8376.527,176.48,0.0,-18.22,0,0
