Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25189.46845216  .00006964  00000+0  22737-3 0  9994,2 55009  97.3688 249.2196 0005373 268.3757  91.6869 15.32064742139423
MENUT,1 55010U 23001B   25189.50055041  .00004870  00000+0  16896-3 0  9993,2 55010  97.3765 249.6799 0005751 271.4002  88.6580 15.30255334139414
BRO-8,1 55011U 23001C   25189.45598625  .00010752  00000+0  36800-3 0  9991,2 55011  97.3755 248.7932 0006822 279.1947  80.8522 15.30393418139344
CONNECTA T1.2,1 55012U 23001D   25188.63725784  .00007992  00000+0  23417-3 0  9991,2 55012  97.3778 251.8519 0006433 257.3104 102.7421 15.35461821139461
BIRKELAND,1 55015U 23001G   25189.44574825  .00005010  00000+0  16185-3 0  9995,2 55015  97.3811 252.4759 0006226 252.8734 107.1826 15.32547061139572
OBJECT H,1 55016U 23001H   25189.49262024  .00006565  00000+0  21641-3 0  9995,2 55016  97.3674 249.3280 0006327 260.3165  99.7362 15.31773568139447
KSF3-B,1 55019U 23001L   25189.50513427  .00033729  00000+0  55393-3 0  9999,2 55019  97.3730 261.0269 0007145 151.2507 208.9141 15.52314605140175
FLOCK 4Y-24,1 55020U 23001M   25189.17645333  .00080005  00000+0  96152-3 0  9993,2 55020  97.3712 263.0533 0005310 202.4885 157.6140 15.60588798140302
FLOCK 4Y-22,1 55022U 23001P   25189.13079448  .00031155  00000+0  41621-3 0  9992,2 55022  97.3637 262.4633 0005354 193.0459 167.0659 15.57996513140274
FLOCK 4Y-18,1 55023U 23001Q   25189.18655769  .00094513  00000+0  11418-2 0  9991,2 55023  97.3704 263.3564 0004972 208.9393 151.1589 15.60402128140297
FLOCK 4Y-14,1 55024U 23001R   25188.70755602  .00093775  00000+0  10981-2 0  9999,2 55024  97.3635 262.6019 0004277 201.1831 158.9250 15.61225533140236
FLOCK 4Y-30,1 55025U 23001S   25189.13770894  .00429650  00000+0  16202-2 0  9995,2 55025  97.3660 265.3814 0010214 210.8644 149.2028 15.86647549140424
FLOCK 4Y-25,1 55027U 23001U   25189.44906369  .00156983  00000+0  12423-2 0  9996,2 55027  97.3593 263.3302 0007338 195.4607 164.6433 15.70829799140378
FLOCK 4Y-5,1 55028U 23001V   25189.14819239  .00157311  00000+0  15208-2 0  9993,2 55028  97.3663 263.3079 0006753 227.1803 132.8889 15.65910394140311
FLOCK 4Y-10,1 55029U 23001W   25189.17988015  .00093234  00000+0  10657-2 0  9992,2 55029  97.3632 263.2712 0005286 198.3000 161.8068 15.61851271140314
FLOCK 4Y-7,1 55032U 23001Z   25188.89076755  .00027126  00000+0  39722-3 0  9995,2 55032  97.3685 261.0816 0005662 199.8327 160.2708 15.55538416140155
LYNK TOWER 4,1 55034U 23001AB  25189.41222863  .00004421  00000+0  16964-3 0  9995,2 55034  97.3721 247.0886 0007795 259.1251 100.9111 15.26975325139254
UMBRA-05,1 55036U 23001AD  25189.16564838  .00044130  00000+0  10590-2 0  9999,2 55036  97.3694 246.8124 0005839 137.5992 222.5707 15.41228173139212
SKYKRAFT-1,1 55041U 23001AJ  25189.47635045  .00012982  00000+0  32013-3 0  9993,2 55041  97.3703 254.2317 0006544 229.6601 130.4074 15.40659008139746
FLOCK 4Y-33,1 55042U 23001AK  25188.76399098  .00038559  00000+0  47922-3 0  9993,2 55042  97.3723 262.4804 0005246 197.7038 162.4037 15.59877188140239
FLOCK 4Y-11,1 55043U 23001AL  25189.17915940  .00030055  00000+0  43828-3 0  9994,2 55043  97.3724 261.1796 0006012 211.6791 148.4103 15.55630498140157
