Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25323.61027605  .00017451  00000+0  49970-3 0  9996,2 55009  97.3499  22.8436 0007524 140.3107 219.8689 15.35967440159980
MENUT,1 55010U 23001B   25323.60657184  .00040686  00000+0  10708-2 0  9990,2 55010  97.3557  23.3310 0006932 140.1794 219.9961 15.38418404159962
BRO-8,1 55011U 23001C   25323.60963439  .00030423  00000+0  85506-3 0  9991,2 55011  97.3559  22.3681 0008221 151.9448 208.2241 15.36431636159898
CONNECTA T1.2,1 55012U 23001D   25323.58340600  .00013428  00000+0  34402-3 0  9993,2 55012  97.3595  27.1500 0008833 131.1173 229.0837 15.39463319160199
BIRKELAND,1 55015U 23001G   25323.64158815  .00011567  00000+0  33667-3 0  9992,2 55015  97.3639  26.4138 0008731 131.9434 228.2555 15.35539690160140
OBJECT H,1 55016U 23001H   25323.60295686  .00016313  00000+0  47505-3 0  9997,2 55016  97.3487  22.8186 0008467 137.4598 222.7303 15.35444336159996
KSF3-B,1 55019U 23001L   25323.52946381  .00554525  00000+0  22212-2 0  9995,2 55019  97.3476  40.2287 0005098 329.0163  31.0806 15.85140749161085
LYNK TOWER 4,1 55034U 23001AB  25323.59037089  .00008208  00000+0  28888-3 0  9993,2 55034  97.3531  19.6705 0010189 138.8366 221.3645 15.29536447159744
UMBRA-05,1 55036U 23001AD  25322.64617760  .12960904  24647-5  24517-2 0  9996,2 55036  97.3289  24.3388 0010619 263.3772  96.6315 16.31913080159977
SKYKRAFT-1,1 55041U 23001AJ  25323.65649939  .00038652  00000+0  73111-3 0  9996,2 55041  97.3517  29.9600 0007429 110.4114 249.7935 15.48273294160448
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25323.61463936  .00015857  00000+0  62264-3 0  9996,2 55045  97.3640  24.6494 0009355 106.7300 253.4966 15.25751287160250
LYNK TOWER 3,1 55046U 23001AP  25323.59517200  .00011177  00000+0  37701-3 0  9997,2 55046  97.3537  20.3186 0009884 140.8828 219.3130 15.30830306159784
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25323.59089589  .00015787  00000+0  59787-3 0  9991,2 55047  97.3353  23.4990 0009386  78.0560 282.1731 15.26956352160322
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25323.63558883  .00018759  00000+0  62601-3 0  9996,2 55048  97.2199  17.0063 0007141 125.0876 235.1036 15.31076633160316
ICEYE-X21,1 55049U 23001AS  25323.63766051  .00087811  00000+0  12709-2 0  9993,2 55049  97.3583  32.7831 0011828 100.8667 259.3919 15.55521120160600
ION SCV-008,1 55051U 23001AU  25323.15276478  .00008319  00000+0  33316-3 0  9996,2 55051  97.5796  51.4441 0016755  36.4342 323.8032 15.25186040159284
EOSSAT-1,1 55053U 23001AW  25323.62994438  .00008154  00000+0  28094-3 0  9997,2 55053  97.3559  21.1354 0011113 138.4461 221.7627 15.30219876159833
SKYKRAFT-1A,1 55054U 23001AX  25323.57578305  .00005704  00000+0  22063-3 0  9991,2 55054  97.3549  19.1879 0011148 146.0085 214.1870 15.26545672159711
VIGORIDE-5,1 55056U 23001AZ  25323.61274416  .00032803  00000+0  70432-3 0  9997,2 55056  97.3518  25.5382 0006001 131.9294 228.2467 15.44617354160140
SKYKRAFT-1B,1 55058U 23001BB  25323.15496894  .00332912  43574-4  10462-2 0  9992,2 55058  97.3405  39.4446 0000254 282.2203  77.9042 15.91385373161038
ION SCV-007,1 55060U 23001BD  25323.58581693  .00000678  00000+0  10271-3 0  9996,2 55060  97.9314  25.4627 0011149 295.7994  64.2066 14.77276902155301
SKYKRAFT-1C,1 55061U 23001BE  25323.58672615  .00003811  00000+0  16337-3 0  9993,2 55061  97.3525  16.7260 0011471 157.4619 202.7124 15.23291582159550
NUSAT-32 (ALBANIA-1),1 55064U 23001BH  25323.63831097  .00139111  00000+0  11526-2 0  9990,2 55064  97.2063  27.1688 0003385  58.2085 301.9507 15.69798145161433
YAM-5,1 55076U 23001BV  25323.14013609  .00011230  00000+0  35057-3 0  9997,2 55076  97.3525  21.9501 0010947 137.7645 222.4443 15.33306830159860
OBJECT CA,1 55081U 23001CA  25322.86777863  .00201033  00000+0  96453-3 0  9999,2 55081  97.3442  39.2662 0002260  93.3591 266.7936 15.82166413160977
GAMA-ALPHA,1 55084U 23001CD  25323.20148850  .00138405  00000+0  95142-3 0  9995,2 55084  97.3530  37.6118 0003271 100.1504 260.0130 15.74248463160914
KSF3-A,1 55086U 23001CF  25323.61691522  .00460294  00000+0  17335-2 0  9992,2 55086  97.3486  40.5495 0003994 303.9684  56.1207 15.86656049161119
HUYGENS,1 55093U 23001CN  25323.64165252  .00011378  00000+0  33090-3 0  9991,2 55093  97.3556  25.8975 0012158 114.9030 245.3479 15.35534797160167
KUWAITSAT-1,1 55103U 23001CY  25323.14855299  .00018981  00000+0  47748-3 0  9997,2 55103  97.3560  26.8060 0011427 115.6693 244.5735 15.39919498160166
SHARJAHSAT-1,1 55104U 23001CZ  25323.64046215  .00024853  00000+0  61777-3 0  9996,2 55104  97.3507  25.4490 0007950 136.0673 224.1207 15.40264022160145
