Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25346.01555347  .00019733  00000+0  54986-3 0  9992,2 55009  97.3462  45.2128 0007921  73.6447 286.5668 15.36789653163424
MENUT,1 55010U 23001B   25345.90328103  .00044782  00000+0  11037-2 0  9990,2 55010  97.3513  45.7093 0007150  76.1002 284.1040 15.40406656163396
BRO-8,1 55011U 23001C   25346.00444414  .00033534  00000+0  90107-3 0  9996,2 55011  97.3520  44.7694 0008625  81.1579 279.0642 15.37805737163338
CONNECTA T1.2,1 55012U 23001D   25345.61303236  .00019785  00000+0  49254-3 0  9998,2 55012  97.3558  49.2896 0008603  65.0977 295.1163 15.40258441163585
BIRKELAND,1 55015U 23001G   25345.92433007  .00014171  00000+0  40427-3 0  9992,2 55015  97.3604  48.6856 0008658  65.8472 294.3676 15.36120733163562
OBJECT H,1 55016U 23001H   25345.95109965  .00017762  00000+0  50454-3 0  9999,2 55016  97.3449  45.1083 0008739  69.7660 290.4523 15.36205057163422
LYNK TOWER 4,1 55034U 23001AB  25345.96111155  .00012774  00000+0  44099-3 0  9990,2 55034  97.3492  41.7925 0010488  71.2212 289.0165 15.30037752163168
SKYKRAFT-1,1 55041U 23001AJ  25346.00616462  .00042354  00000+0  75034-3 0  9995,2 55041  97.3473  52.7142 0006646  42.2388 317.9375 15.50134993163904
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25345.97367293  .00017937  00000+0  68854-3 0  9990,2 55045  97.3605  46.6693 0008674  38.9494 321.2368 15.26486494163663
LYNK TOWER 3,1 55046U 23001AP  25345.42295904  .00021006  00000+0  69059-3 0  9990,2 55046  97.3496  41.9502 0010294  73.4579 286.7793 15.31512350163123
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25345.60490865  .00029444  00000+0  10871-2 0  9995,2 55047  97.3315  45.1337 0007886   7.9468 352.1895 15.27679105163687
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25346.04973084  .00021409  00000+0  70148-3 0  9991,2 55048  97.2164  38.8217 0006625  51.0412 309.1419 15.31644599163749
ICEYE-X21,1 55049U 23001AS  25346.00123938  .00087706  00000+0  11154-2 0  9996,2 55049  97.3549  55.8457 0011333  13.1650 346.9900 15.59007088164086
ION SCV-008,1 55051U 23001AU  25345.52199400  .00022765  00000+0  89343-3 0  9992,2 55051  97.5771  74.0968 0014881 317.4882  42.5202 15.25634815162692
EOSSAT-1,1 55053U 23001AW  25345.40246421  .00014517  00000+0  49059-3 0  9993,2 55053  97.3521  42.6962 0011455  71.9300 288.3188 15.30690082163161
SKYKRAFT-1A,1 55054U 23001AX  25345.92593229  .00008407  00000+0  32053-3 0  9999,2 55054  97.3516  41.1925 0011769  76.6041 283.6509 15.26875363163124
VIGORIDE-5,1 55056U 23001AZ  25346.01652959  .00032770  00000+0  66764-3 0  9994,2 55056  97.3487  48.2205 0005951  65.3413 294.8456 15.46161920163603
ION SCV-007,1 55060U 23001BD  25345.46336909  .00000995  00000+0  14718-3 0  9997,2 55060  97.9286  46.9712 0011529 217.5515 142.4891 14.77318530158532
SKYKRAFT-1C,1 55061U 23001BE  25345.59112520  .00005688  00000+0  24060-3 0  9998,2 55061  97.3492  38.2745 0012534  88.4398 271.8275 15.23524619162905
NUSAT-32 (ALBANIA-1),1 55064U 23001BH  25345.96652525  .00207763  00000+0  12520-2 0  9991,2 55064  97.1994  50.2589 0002939 317.4913  42.6126 15.77089728164940
YAM-5,1 55076U 23001BV  25345.12863683  .00016754  00000+0  51090-3 0  9995,2 55076  97.3486  43.8203 0011178  68.2460 291.9971 15.33956121163235
OBJECT CA,1 55081U 23001CA  25345.99196022  .00501177  10613-3  11961-2 0  9997,2 55081  97.3313  64.1797 0000899 348.9579  11.1678 15.96615448164646
GAMA-ALPHA,1 55084U 23001CD  25345.64619284  .00275824  00000+0  12401-2 0  9994,2 55084  97.3488  61.4766 0003187 325.9611  34.1453 15.83374417164452
KSF3-A,1 55086U 23001CF  25344.19674454  .08039495  24284-5  11759-2 0  9996,2 55086  97.3195  63.1050 0009463 306.0667  53.9753 16.34528175164404
HUYGENS,1 55093U 23001CN  25345.98954569  .00014421  00000+0  41099-3 0  9999,2 55093  97.3521  48.2089 0011317  44.6343 315.5811 15.36122361163597
KUWAITSAT-1,1 55103U 23001CY  25345.42952036  .00034288  00000+0  82894-3 0  9998,2 55103  97.3516  49.2068 0010768  44.1765 316.0339 15.41015175163594
SHARJAHSAT-1,1 55104U 23001CZ  25345.91665660  .00026113  00000+0  62636-3 0  9997,2 55104  97.3467  47.8407 0008064  67.8855 292.3247 15.41335312163579
AAC-AIS-SAT1,1 55107U 23001DC  25346.01674619  .00010270  00000+0  10715-2 0  9993,2 55107  97.9398  56.9375 0010062 169.9203 190.2217 14.89898354150398
ASTROCAST-0402,1 55109U 23001DE  25345.20221671  .00011097  00000+0  45082-3 0  9995,2 55109  97.5667  71.0939 0005586 169.2083 190.9275 15.24732252115850
ASTROCAST-0401,1 55110U 23001DF  25345.80999492  .00011872  00000+0  48371-3 0  9991,2 55110  97.5645  71.6975 0009566 139.8568 220.3377 15.24588119162626
ASTROCAST-0403,1 55111U 23001DG  25345.21317009  .00018874  00000+0  74573-3 0  9997,2 55111  97.5704  71.5324 0004313 279.7836  80.2915 15.25543368115859
ASTROCAST-0404,1 55112U 23001DH  25345.19009049  .00011906  00000+0  48434-3 0  9993,2 55112  97.5744  71.8736 0006108 306.4392  53.6281 15.24664932115853
