Timestamp,Latitud (°),Longitud (°),Altitud (km),Elevación (°),Azimut (°),Distancia (km),VISIBLE (1/0)
2025-11-12T12:54:10.979836+00:00,34.40032823060378,151.50652198299917,503.0808273886276,-48.33035896773019,353.71403482426825,10199.748212071763,0
2025-11-12T12:54:25.979836+00:00,35.341931727961736,151.25842491616004,503.3027723339578,-47.8426542103361,354.00732664383224,10131.847420159542,0
2025-11-12T12:54:40.979836+00:00,36.283072399188946,151.00598628937834,503.5278405373441,-47.35425319427396,354.2978885062947,10063.257263250205,0
2025-11-12T12:54:55.979836+00:00,37.22373102746833,150.7489476536119,503.755734309637,-46.865154374332626,354.58586061117853,9993.982646199687,0
2025-11-12T12:55:10.979836+00:00,38.163887431007126,150.48703310230252,503.9861529559776,-46.37535537407084,354.87137951562653,9924.028537079033,0
2025-11-12T12:55:25.979836+00:00,39.103520355495824,150.21994766815274,504.2187931270559,-45.88485298745042,355.1545784261358,9853.399967339099,0
2025-11-12T12:55:40.979836+00:00,40.04260735436978,149.94737554650482,504.45334917259794,-45.39364317801859,355.4355874789336,9782.102032007044,0
2025-11-12T12:55:55.979836+00:00,40.9811246552572,149.66897812307963,504.68951349667884,-44.90172107568084,355.71453401010274,9710.13988992041,0
2025-11-12T12:56:10.979836+00:00,41.91904701084478,149.3843917804116,504.92697691454055,-44.409080971052035,355.99154281660924,9637.518763999222,0
2025-11-12T12:56:25.979836+00:00,42.85634753205206,149.09322545355406,505.165429010394,-43.915716307392174,356.2667364092655,9564.24394156093,0
2025-11-12T12:56:40.979836+00:00,43.792997501145365,148.79505790101763,505.40455849578615,-43.42161967008852,356.54023525870167,9490.32077467873,0
2025-11-12T12:56:55.979836+00:00,44.728966161950176,148.48943465172763,505.6440535682699,-42.92678277367587,356.81215803529386,9415.754680590775,0
2025-11-12T12:57:10.979836+00:00,45.6642204839826,148.1758645824725,505.8836022697767,-42.43119644631674,357.08262184404293,9340.551142158782,0
2025-11-12T12:57:25.979836+00:00,46.59872489665532,147.85381607302455,506.1228928443911,-41.93485061171518,357.35174245533466,9264.715708385444,0
2025-11-12T12:57:40.979836+00:00,47.53244098918302,147.52271267745755,506.3616140951638,-41.437734268367336,357.61963453248575,9188.25399499141,0
2025-11-12T12:57:55.979836+00:00,48.46532717098614,147.1819282398421,506.5994557394635,-40.93983546607369,357.88641185700845,9111.171685058383,0
2025-11-12T12:58:10.979836+00:00,49.39733828654458,146.83078137028994,506.8361087625896,-40.44114127958767,358.15218755250606,9033.474529740139,0
2025-11-12T12:58:25.979836+00:00,50.32842517743937,146.4685291827961,507.0712657691363,-39.94163777932606,358.4170743080688,8955.168349053496,0
2025-11-12T12:58:40.979836+00:00,51.25853418319152,146.0943601787882,507.30462133188826,-39.44130999894944,358.68118460212446,8876.259032746744,0
2025-11-12T12:58:55.979836+00:00,52.18760657072323,145.70738613945397,507.5358723377209,-38.94014189971004,358.9446309276521,8796.75254125945,0
2025-11-12T12:59:10.979836+00:00,53.11557788049273,145.3066328647627,507.76471833024146,-38.438116331361776,359.20752601970304,8716.654906775635,0
2025-11-12T12:59:25.979836+00:00,54.042377174923395,144.89102956673358,507.9908618487837,-37.93521498945647,359.4699830862108,8635.972234380266,0
