Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25310.18736510  .00018623  00000+0  54305-3 0  9996,2 55009  97.3516   9.4506 0006537 185.2999 174.8177 15.35388456157927
MENUT,1 55010U 23001B   25310.26688566  .00048465  00000+0  13301-2 0  9991,2 55010  97.3577   9.9681 0005964 181.9398 178.1824 15.37087041157917
BRO-8,1 55011U 23001C   25310.31948196  .00034464  00000+0  99786-3 0  9992,2 55011  97.3575   9.0910 0007407 198.2098 161.8881 15.35480602157857
CONNECTA T1.2,1 55012U 23001D   25310.12601784  .00016796  00000+0  43777-3 0  9998,2 55012  97.3614  13.6340 0007958 173.1727 186.9628 15.38893589158125
BIRKELAND,1 55015U 23001G   25310.28081475  .00029500  00000+0  86442-3 0  9990,2 55015  97.3653  13.0649 0007793 174.2263 185.9072 15.35133796158093
OBJECT H,1 55016U 23001H   25310.24080578  .00018366  00000+0  54382-3 0  9996,2 55016  97.3501   9.4988 0007477 181.2348 178.8879 15.34902172157942
KSF3-B,1 55019U 23001L   25310.16018662  .00363836  00000+0  24770-2 0  9997,2 55019  97.3526  25.9922 0002366  77.0753 283.0775 15.73839117158976
LYNK TOWER 4,1 55034U 23001AB  25310.11193962  .00010722  00000+0  38088-3 0  9997,2 55034  97.3548   6.3448 0008932 183.2261 176.8923 15.29162628157680
UMBRA-05,1 55036U 23001AD  25310.14471372  .00561937  00000+0  30867-2 0  9991,2 55036  97.3449  10.7881 0002766 295.4004  64.6976 15.78238782157986
SKYKRAFT-1,1 55041U 23001AJ  25310.33735168  .00088613  00000+0  17350-2 0  9991,2 55041  97.3533  16.4247 0007175 153.5760 206.5857 15.47056149158388
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25310.29889429  .00040239  00000+0  15950-2 0  9996,2 55045  97.3655  11.5428 0008869 147.7948 212.3834 15.25242463158223
LYNK TOWER 3,1 55046U 23001AP  25310.12759641  .00014803  00000+0  50621-3 0  9994,2 55046  97.3552   6.9783 0008836 186.1310 173.9825 15.30327836157726
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25310.28570191  .00039650  00000+0  15153-2 0  9990,2 55047  97.3368  10.4295 0009439 118.1626 242.0568 15.26457845158299
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25310.30043292  .00043157  00000+0  14581-2 0  9992,2 55048  97.2217   4.0317 0006299 166.3821 193.7591 15.30508031158274
ICEYE-X21,1 55049U 23001AS  25310.24713913  .00082186  00000+0  12934-2 0  9995,2 55049  97.3593  19.0266 0013550 151.8438 208.3551 15.53211953158529
ION SCV-008,1 55051U 23001AU  25310.22677390  .00009488  00000+0  38297-3 0  9999,2 55051  97.5801  38.3610 0017432  79.0263 281.2934 15.24868518157317
EOSSAT-1,1 55053U 23001AW  25310.15761540  .00010177  00000+0  35393-3 0  9995,2 55053  97.3577   7.7969 0009855 183.0816 177.0366 15.29863184157774
SKYKRAFT-1A,1 55054U 23001AX  25310.13709315  .00007347  00000+0  28549-3 0  9996,2 55054  97.3567   5.9573 0009921 191.9947 168.1057 15.26305886157665
VIGORIDE-5,1 55056U 23001AZ  25310.13214414  .00042839  00000+0  96090-3 0  9990,2 55056  97.3535  11.9144 0004966 168.2052 191.9313 15.43268579158061
SKYKRAFT-1B,1 55058U 23001BB  25310.16150902  .00246672  00000+0  11815-2 0  9998,2 55058  97.3442  25.4770 0002888 166.2935 193.8413 15.82086199158975
ION SCV-007,1 55060U 23001BD  25310.17451888  .00000841  00000+0  12576-3 0  9991,2 55060  97.9331  12.2747 0011893 342.6901  17.3902 14.77245656153323
SKYKRAFT-1C,1 55061U 23001BE  25310.11962675  .00005021  00000+0  21549-3 0  9992,2 55061  97.3544   3.5365 0010152 204.9297 155.1451 15.23115108157502
ICEYE-X27,1 55062U 23001BF  25310.15700621  .00679110  20332-3  15486-2 0  9990,2 55062  97.3411  23.9167 0003753 226.5728 133.5237 15.97456661158843
NUSAT-32 (ALBANIA-1),1 55064U 23001BH  25310.29947019  .00282750  00000+0  26806-2 0  9995,2 55064  97.2095  13.4703 0004429 110.0417 250.1321 15.66027188159345
YAM-5,1 55076U 23001BV  25310.15128481  .00013909  00000+0  44016-3 0  9999,2 55076  97.3543   9.0372 0009940 181.2365 178.8855 15.32831007157875
OBJECT CA,1 55081U 23001CA  25310.25973579  .00207083  00000+0  12640-2 0  9997,2 55081  97.3476  25.8453 0003646 141.7573 218.3952 15.76797126158983
GAMA-ALPHA,1 55084U 23001CD  25310.15234880  .00130666  00000+0  10797-2 0  9997,2 55084  97.3538  23.8595 0004833 145.5789 214.5787 15.69883824158864
KSF3-A,1 55086U 23001CF  25309.82037830  .00339970  00000+0  21580-2 0  9998,2 55086  97.3538  25.8144 0001279 264.0365  96.0754 15.75536332158937
