Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25282.28492150  .00014147  00000+0  42618-3 0  9995,2 55009  97.3555 341.6307 0005303 304.4549  55.6192 15.34428251153641
MENUT,1 55010U 23001B   25282.18832890  .00033232  00000+0  98153-3 0  9996,2 55010  97.3624 341.9025 0004193 302.8010  57.2829 15.34879801153603
BRO-8,1 55011U 23001C   25282.28277985  .00021364  00000+0  65194-3 0  9998,2 55011  97.3617 341.1223 0006547 313.9785  46.0917 15.33924789153558
CONNECTA T1.2,1 55012U 23001D   25282.15704775  .00017051  00000+0  45854-3 0  9996,2 55012  97.3649 345.5641 0005920 286.7831  73.2764 15.37939447153822
BIRKELAND,1 55015U 23001G   25282.31025050  .00010099  00000+0  30538-3 0  9997,2 55015  97.3688 345.1329 0005934 288.8726  71.1874 15.34393842153805
OBJECT H,1 55016U 23001H   25282.26473745  .00013354  00000+0  40798-3 0  9996,2 55016  97.3541 341.6303 0006120 297.0620  62.9998 15.33992069153653
KSF3-B,1 55019U 23001L   25282.27371883  .00122028  00000+0  12937-2 0  9992,2 55019  97.3591 356.7584 0004142 186.5833 173.5372 15.63700333154604
FLOCK 4Y-7,1 55032U 23001Z   25282.20391814  .01055076  52726-3  25372-2 0  9998,2 55032  97.3461 358.6162 0008501 260.4406  99.5910 15.96509225154753
LYNK TOWER 4,1 55034U 23001AB  25282.16465962  .00010155  00000+0  36778-3 0  9996,2 55034  97.3591 338.7225 0007492 297.7569  62.2910 15.28557122153412
UMBRA-05,1 55036U 23001AD  25282.12525173  .00217052  00000+0  26203-2 0  9991,2 55036  97.3520 341.4591 0003981 188.6071 171.5119 15.60012511153596
SKYKRAFT-1,1 55041U 23001AJ  25282.24662046  .00029133  00000+0  61762-3 0  9992,2 55041  97.3572 347.9372 0005687 258.9610 101.1000 15.45019117154043
FLOCK 4Y-11,1 55043U 23001AL  25282.18252924  .00717973  20803-3  23492-2 0  9997,2 55043  97.3503 358.2741 0008559 251.3977 108.6367 15.90549375154691
