Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25250.25276919  .00014954  00000+0  46527-3 0  9999,2 55009  97.3618 309.7227 0008075  63.0476 297.1590 15.33371821148731
MENUT,1 55010U 23001B   25250.28155043  .00031083  00000+0  98684-3 0  9991,2 55010  97.3694 310.0991 0007217  69.0181 291.1833 15.32580665148715
BRO-8,1 55011U 23001C   25250.29826817  .00021930  00000+0  70399-3 0  9990,2 55011  97.3683 309.2743 0009212  70.8168 289.4071 15.32280929148658
CONNECTA T1.2,1 55012U 23001D   25250.13262960  .00015769  00000+0  43908-3 0  9996,2 55012  97.3707 313.4556 0008740  53.2103 306.9942 15.36854041148900
BIRKELAND,1 55015U 23001G   25250.28093188  .00010165  00000+0  31469-3 0  9993,2 55015  97.3746 313.1648 0008589  51.8731 308.3285 15.33625753148894
OBJECT H,1 55016U 23001H   25250.28964374  .00013458  00000+0  42374-3 0  9993,2 55016  97.3605 309.8035 0008780  56.6368 303.5714 15.33011132148752
KSF3-B,1 55019U 23001L   25250.25978721  .00038795  00000+0  53012-3 0  9996,2 55019  97.3660 323.5845 0003055 295.3453  64.7485 15.57358208149616
FLOCK 4Y-24,1 55020U 23001M   25250.16486382  .00613155  14510-3  22288-2 0  9999,2 55020  97.3570 327.2704 0007301 260.1536  99.8912 15.88452005149879
FLOCK 4Y-22,1 55022U 23001P   25250.19482356  .00306227  00000+0  20706-2 0  9998,2 55022  97.3520 326.0555 0005744 275.0899  84.9709 15.74149661149812
FLOCK 4Y-18,1 55023U 23001Q   25250.19336330  .00634400  00000+0  22703-2 0  9995,2 55023  97.3556 327.5421 0006201 262.4936  97.5631 15.87294952149879
FLOCK 4Y-14,1 55024U 23001R   25249.73253094  .00716660  20473-3  24586-2 0  9999,2 55024  97.3477 326.8614 0007217 261.3938  98.6517 15.89627749149811
FLOCK 4Y-10,1 55029U 23001W   25250.16376043  .00858736  31505-3  25239-2 0  9998,2 55029  97.3452 327.5749 0008877 265.7551  94.2709 15.92664003149899
FLOCK 4Y-7,1 55032U 23001Z   25249.72105190  .00219717  00000+0  19696-2 0  9997,2 55032  97.3585 324.1134 0004034 286.2083  73.8734 15.67618930149633
LYNK TOWER 4,1 55034U 23001AB  25250.14458056  .00009268  00000+0  34300-3 0  9997,2 55034  97.3654 307.0847 0010467  55.5507 304.6720 15.27842769148520
UMBRA-05,1 55036U 23001AD  25250.12003173  .00135674  00000+0  24004-2 0  9993,2 55036  97.3603 308.6070 0004163 245.8524 114.2292 15.49808246148626
