Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25278.11110031  .00019228  00000+0  58046-3 0  9994,2 55009  97.3573 337.4710 0005561 323.0729  37.0130 15.34294664153000
MENUT,1 55010U 23001B   25278.14590907  .00041823  00000+0  12449-2 0  9995,2 55010  97.3644 337.8673 0004404 323.2184  36.8756 15.34583709152983
BRO-8,1 55011U 23001C   25278.17272146  .00029338  00000+0  89929-3 0  9996,2 55011  97.3637 337.0261 0006803 331.4542  28.6327 15.33715938152922
CONNECTA T1.2,1 55012U 23001D   25278.12287716  .00019868  00000+0  53605-3 0  9990,2 55012  97.3664 341.5172 0006012 306.3185  53.7504 15.37805588153203
BIRKELAND,1 55015U 23001G   25278.13638606  .00017418  00000+0  52612-3 0  9998,2 55015  97.3705 340.9657 0006076 307.9880  52.0813 15.34294491153164
OBJECT H,1 55016U 23001H   25278.15498020  .00017122  00000+0  52418-3 0  9991,2 55016  97.3560 337.5378 0006333 315.1930  44.8801 15.33869975153024
KSF3-B,1 55019U 23001L   25278.17659331  .00134995  00000+0  14941-2 0  9996,2 55019  97.3608 352.4926 0004376 195.8837 164.2285 15.62549172153961
FLOCK 4Y-7,1 55032U 23001Z   25278.18203594  .00703057  19549-3  24609-2 0  9993,2 55032  97.3473 354.2524 0007993 256.7780 103.2601 15.89213266154116
LYNK TOWER 4,1 55034U 23001AB  25278.10581519  .00013434  00000+0  48668-3 0  9996,2 55034  97.3606 334.7109 0007686 315.0621  44.9996 15.28473866152797
UMBRA-05,1 55036U 23001AD  25278.14615046  .00199235  00000+0  25600-2 0  9999,2 55036  97.3550 337.3441 0004289 194.4768 165.6366 15.58413555152976
SKYKRAFT-1,1 55041U 23001AJ  25278.23075529  .00033271  00000+0  71097-3 0  9990,2 55041  97.3588 343.8698 0005560 276.8020  83.2596 15.44759178153428
FLOCK 4Y-11,1 55043U 23001AL  25278.14865368  .00642919  00000+0  25484-2 0  9993,2 55043  97.3550 353.9241 0008545 252.3570 107.6768 15.85128933154056
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25278.16465678  .00018074  00000+0  68319-3 0  9991,2 55045  97.3660 339.8907 0006092 268.5196  91.5345 15.27015670153320
LYNK TOWER 3,1 55046U 23001AP  25278.14305674  .00015925  00000+0  56045-3 0  9994,2 55046  97.3611 335.3149 0007901 316.1534  43.9078 15.29381751152839
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25278.16487362  .00018142  00000+0  68836-3 0  9997,2 55047  97.3411 338.8769 0007493 224.4275 135.6364 15.26879116153396
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25278.18665399  .00016620  00000+0  58498-3 0  9990,2 55048  97.2280 332.8095 0004565 301.2734  58.8059 15.29385167153362
ICEYE-X21,1 55049U 23001AS  25278.18526161  .00047404  00000+0  86333-3 0  9997,2 55049  97.3636 346.2371 0014321 265.2860  94.6756 15.49232526153550
ION SCV-008,1 55051U 23001AU  25278.19679369  .00012187  00000+0  50066-3 0  9994,2 55051  97.5809   5.9623 0016328 185.2547 174.8521 15.24222360152433
EOSSAT-1,1 55053U 23001AW  25278.16632791  .00010948  00000+0  38854-3 0  9995,2 55053  97.3635 336.1326 0008621 313.1441  46.9077 15.29192680152881
SKYKRAFT-1A,1 55054U 23001AX  25278.13911149  .00007728  00000+0  30430-3 0  9994,2 55054  97.3626 334.4557 0009263 320.9329  39.1240 15.25853162152783
VIGORIDE-5,1 55056U 23001AZ  25278.14637859  .00044415  00000+0  10686-2 0  9994,2 55056  97.3604 339.6490 0002799 297.5150  62.5812 15.41160390153139
SKYKRAFT-1B,1 55058U 23001BB  25278.15224356  .00131402  00000+0  10678-2 0  9995,2 55058  97.3517 351.5862 0005037 241.0357 119.0401 15.70284114153934
ION SCV-007,1 55060U 23001BD  25278.06770924  .00001177  00000+0  17330-3 0  9993,2 55060  97.9377 340.6921 0013817  81.2494 279.0280 14.77187765148580
SKYKRAFT-1C,1 55061U 23001BE  25278.12167877  .00006009  00000+0  25980-3 0  9997,2 55061  97.3605 332.1939 0010086 333.3766  26.6951 15.22783773152636
