Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25243.33491242  .00016491  00000+0  51655-3 0  9994,2 55009  97.3623 302.8337 0008431  83.7381 276.4822 15.33132661147670
MENUT,1 55010U 23001B   25243.29420087  .00033706  00000+0  10868-2 0  9998,2 55010  97.3700 303.1437 0007878  89.7143 270.5002 15.32062067147642
BRO-8,1 55011U 23001C   25243.24454811  .00026653  00000+0  86461-3 0  9992,2 55011  97.3690 302.2563 0009645  92.4386 267.7960 15.31901597147577
CONNECTA T1.2,1 55012U 23001D   25243.16529049  .00017165  00000+0  48144-3 0  9994,2 55012  97.3713 306.4722 0009391  74.8575 285.3708 15.36602183147838
BIRKELAND,1 55015U 23001G   25243.29901074  .00011953  00000+0  37234-3 0  9990,2 55015  97.3750 306.1976 0009103  73.2852 286.9388 15.33379126147827
OBJECT H,1 55016U 23001H   25243.30491147  .00015657  00000+0  49585-3 0  9995,2 55016  97.3609 302.8529 0009252  78.0153 282.2126 15.32785381147686
KSF3-B,1 55019U 23001L   25243.25452821  .00041671  00000+0  58488-3 0  9995,2 55019  97.3658 316.3512 0003309 333.5792  26.5294 15.56619373148522
FLOCK 4Y-24,1 55020U 23001M   25243.15356001  .00481870  00000+0  24176-2 0  9994,2 55020  97.3588 319.7421 0004950 258.4199 101.6513 15.80466250148767
FLOCK 4Y-22,1 55022U 23001P   25243.19258104  .00270975  00000+0  22010-2 0  9992,2 55022  97.3532 318.6757 0003541 290.1874  69.9007 15.69886999148718
FLOCK 4Y-18,1 55023U 23001Q   25243.17775487  .00421549  00000+0  22114-2 0  9999,2 55023  97.3571 320.0200 0004196 253.2863 106.7944 15.79636721148769
FLOCK 4Y-14,1 55024U 23001R   25243.16876597  .00511264  00000+0  24088-2 0  9999,2 55024  97.3501 319.8078 0004697 254.7273 105.3476 15.81771459148776
