Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25300.41046476  .00013850  00000+0  40905-3 0  9994,2 55009  97.3524 359.6995 0005747 223.2689 136.8104 15.35057479156429
MENUT,1 55010U 23001B   25300.49937949  .00032728  00000+0  92351-3 0  9995,2 55010  97.3588   0.1961 0005024 217.1795 142.9101 15.36313573156415
BRO-8,1 55011U 23001C   25300.47730128  .00022591  00000+0  66750-3 0  9995,2 55011  97.3586 359.2666 0006767 236.1855 123.8745 15.34933064156342
CONNECTA T1.2,1 55012U 23001D   25299.91612736  .00015426  00000+0  40687-3 0  9996,2 55012  97.3614   3.3840 0006975 209.7588 150.3261 15.38554749156550
BIRKELAND,1 55015U 23001G   25300.50243126  .00010089  00000+0  30059-3 0  9992,2 55015  97.3659   3.2979 0006856 210.1548 149.9301 15.34856787156590
OBJECT H,1 55016U 23001H   25300.52606709  .00013750  00000+0  41210-3 0  9994,2 55016  97.3510 359.8186 0006628 217.6875 142.3905 15.34590505156454
KSF3-B,1 55019U 23001L   25300.48070972  .00159029  00000+0  13423-2 0  9993,2 55019  97.3542  15.7991 0003832 130.8261 229.3333 15.69284601157450
LYNK TOWER 4,1 55034U 23001AB  25300.42656610  .00009357  00000+0  33492-3 0  9990,2 55034  97.3557 356.7706 0008007 219.8246 140.2407 15.28960770156203
UMBRA-05,1 55036U 23001AD  25300.41719333  .00315526  00000+0  25352-2 0  9996,2 55036  97.3465   0.5163 0001249 237.0856 123.0287 15.70020713156457
SKYKRAFT-1,1 55041U 23001AJ  25300.50330817  .00029474  00000+0  59789-3 0  9994,2 55041  97.3540   6.4432 0006660 187.7345 172.3803 15.46304969156864
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25300.52252308  .00013821  00000+0  55724-3 0  9992,2 55045  97.3663   1.9239 0008147 180.4091 179.7142 15.24909001156736
LYNK TOWER 3,1 55046U 23001AP  25300.05692893  .00013767  00000+0  47538-3 0  9991,2 55046  97.3558 357.0057 0008034 224.1898 135.8701 15.30033885156187
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25300.51712328  .00013525  00000+0  52573-3 0  9996,2 55047  97.3376   0.8378 0008959 148.6432 211.5342 15.26128891156804
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25300.49217704  .00014876  00000+0  51181-3 0  9996,2 55048  97.2229 354.4925 0005428 200.9076 159.1944 15.30147136156770
ICEYE-X21,1 55049U 23001AS  25300.51490090  .00052464  00000+0  86762-3 0  9999,2 55049  97.3589   9.0545 0014105 185.5860 174.5237 15.51941825157017
ION SCV-008,1 55051U 23001AU  25300.51423140  .00008978  00000+0  36457-3 0  9991,2 55051  97.5791  28.5334 0017512 110.5891 249.7226 15.24681711155832
EOSSAT-1,1 55053U 23001AW  25300.41125844  .00008869  00000+0  31080-3 0  9998,2 55053  97.3583 358.1487 0008923 219.3966 140.6627 15.29663050156284
SKYKRAFT-1A,1 55054U 23001AX  25300.43379830  .00006607  00000+0  25817-3 0  9996,2 55054  97.3576 356.4043 0009122 229.0344 131.0106 15.26169824156188
VIGORIDE-5,1 55056U 23001AZ  25300.14491345  .00020330  00000+0  46629-3 0  9995,2 55056  97.3547   1.8325 0003911 199.3547 160.7553 15.42759535156521
SKYKRAFT-1B,1 55058U 23001BB  25300.47054274  .00174059  00000+0  10239-2 0  9994,2 55058  97.3453  15.1556 0004308 186.9844 173.1363 15.77722409157443
ION SCV-007,1 55060U 23001BD  25300.42068627  .00000840  00000+0  12567-3 0  9992,2 55060  97.9341   2.6817 0012650  14.2034 345.9530 14.77229158151881
SKYKRAFT-1C,1 55061U 23001BE  25300.46184549  .00004671  00000+0  20131-3 0  9991,2 55061  97.3555 354.0769 0009474 242.9489 117.0781 15.23017584156035
ICEYE-X27,1 55062U 23001BF  25300.47693177  .00354492  00000+0  13074-2 0  9991,2 55062  97.3448  13.4212 0004221 222.2278 137.8669 15.87334473157303
NUSAT-32 (ALBANIA-1),1 55064U 23001BH  25300.51603176  .00092015  00000+0  97320-3 0  9995,2 55064  97.2109   3.4640 0004953 139.9671 220.1954 15.63858212157810
YAM-5,1 55076U 23001BV  25300.42354963  .00012265  00000+0  39194-3 0  9999,2 55076  97.3549 359.3688 0009129 217.3266 142.7343 15.32556150156382
OBJECT CA,1 55081U 23001CA  25297.99687154  .00133521  00000+0  96109-3 0  9991,2 55081  97.3489  12.8736 0004743 181.3430 178.7822 15.73175717157053
GAMA-ALPHA,1 55084U 23001CD  25300.45631034  .00098313  00000+0  89701-3 0  9995,2 55084  97.3542  13.6893 0005509 172.6922 187.4421 15.67549963157344
KSF3-A,1 55086U 23001CF  25300.47031450  .00161875  00000+0  12563-2 0  9990,2 55086  97.3551  15.9399 0000842 223.9138 136.2058 15.71312055157462
HUYGENS,1 55093U 23001CN  25300.50249685  .00010197  00000+0  30346-3 0  9993,2 55093  97.3577   2.8072 0010576 191.6223 168.4778 15.34857777156618
KUWAITSAT-1,1 55103U 23001CY  25300.46101328  .00020080  00000+0  52505-3 0  9994,2 55103  97.3576   4.0247 0010213 192.5535 167.5458 15.38736407156672
SHARJAHSAT-1,1 55104U 23001CZ  25300.43771549  .00019950  00000+0  51754-3 0  9999,2 55104  97.3531   2.1544 0006370 216.7029 143.3781 15.39013404156575
AAC-AIS-SAT1,1 55107U 23001DC  25300.46982078  .00006849  00000+0  73166-3 0  9990,2 55107  97.9442  11.2196 0009066 331.8973  28.1753 14.89085915143611
ASTROCAST-0402,1 55109U 23001DE  25300.49303806  .00009793  00000+0  41225-3 0  9993,2 55109  97.5688  25.9654 0004742 357.1124   3.0084 15.23568659109045
ASTROCAST-0401,1 55110U 23001DF  25300.50795580  .00009048  00000+0  38084-3 0  9993,2 55110  97.5677  25.9824 0007631 310.4434  49.6136 15.23584030155721
ASTROCAST-0403,1 55111U 23001DG  25300.52281978  .00014324  00000+0  59404-3 0  9999,2 55111  97.5732  26.3506 0006964  82.5164 277.6864 15.23965263109047
ASTROCAST-0404,1 55112U 23001DH  25300.21562833  .00007659  00000+0  32319-3 0  9997,2 55112  97.5770  26.4351 0008738  97.4143 262.8087 15.23543717109007
