Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25283.52395448  .00014148  00000+0  42572-3 0  9995,2 55009  97.3550 342.8654 0005273 298.6984  61.3728 15.34464714153831
MENUT,1 55010U 23001B   25283.49216997  .00033138  00000+0  97609-3 0  9995,2 55010  97.3620 343.2039 0004119 296.9409  63.1414 15.34966538153804
BRO-8,1 55011U 23001C   25283.52221137  .00022042  00000+0  67131-3 0  9991,2 55011  97.3613 342.3575 0006507 308.3596  51.7062 15.33980336153746
CONNECTA T1.2,1 55012U 23001D   25283.13300504  .00013446  00000+0  36192-3 0  9996,2 55012  97.3642 346.5427 0005905 282.1599  77.8984 15.37964712153975
BIRKELAND,1 55015U 23001G   25283.48410302  .00009430  00000+0  28513-3 0  9991,2 55015  97.3684 346.3047 0005946 283.4444  76.6137 15.34416713153986
OBJECT H,1 55016U 23001H   25283.50412336  .00013924  00000+0  42481-3 0  9997,2 55016  97.3537 342.8642 0006095 291.5090  68.5503 15.34027337153841
KSF3-B,1 55019U 23001L   25283.48946208  .00150021  00000+0  15638-2 0  9990,2 55019  97.3582 358.0256 0003937 183.1995 176.9240 15.64042985154792
FLOCK 4Y-7,1 55032U 23001Z   25283.20619373  .01159047  67576-3  24993-2 0  9992,2 55032  97.3452 359.7118 0008620 263.0432  96.9866 15.98532815154918
LYNK TOWER 4,1 55034U 23001AB  25283.47391622  .00009024  00000+0  32692-3 0  9996,2 55034  97.3585 340.0162 0007439 291.9294  68.1154 15.28580296153618
UMBRA-05,1 55036U 23001AD  25283.15144690  .00201842  00000+0  24065-2 0  9990,2 55036  97.3522 342.5215 0003832 186.9692 173.1512 15.60391636153759
SKYKRAFT-1,1 55041U 23001AJ  25283.47715483  .00031429  00000+0  66430-3 0  9990,2 55041  97.3565 349.1834 0005760 253.7667 106.2948 15.45091722154239
FLOCK 4Y-11,1 55043U 23001AL  25283.18867784  .00792085  26222-3  23982-2 0  9996,2 55043  97.3502 359.3647 0008552 253.2804 106.7532 15.92081271154859
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25283.47225728  .00014423  00000+0  54329-3 0  9991,2 55045  97.3636 345.1282 0006313 245.8182 114.2397 15.27177497154134
LYNK TOWER 3,1 55046U 23001AP  25283.11537295  .00011151  00000+0  39190-3 0  9992,2 55046  97.3585 340.2355 0007667 295.2322  64.8123 15.29514249153591
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25283.47295869  .00013950  00000+0  52766-3 0  9993,2 55047  97.3384 344.0957 0007928 204.5597 155.5266 15.27037930154206
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25283.48603341  .00014357  00000+0  50325-3 0  9994,2 55048  97.2257 337.9599 0004446 275.5885  84.4849 15.29552496154172
ICEYE-X21,1 55049U 23001AS  25283.48075712  .00052325  00000+0  93395-3 0  9991,2 55049  97.3615 351.6413 0014442 246.2871 113.6866 15.49782409154374
ION SCV-008,1 55051U 23001AU  25283.51420899  .00008800  00000+0  36135-3 0  9996,2 55051  97.5800  11.3394 0016739 166.8806 193.2870 15.24323939153245
EOSSAT-1,1 55053U 23001AW  25283.40103985  .00008654  00000+0  30683-3 0  9999,2 55053  97.3614 341.3133 0008361 290.9492  69.0853 15.29295964153687
SKYKRAFT-1A,1 55054U 23001AX  25283.45090883  .00006071  00000+0  23924-3 0  9998,2 55054  97.3602 339.6852 0008887 299.4343  60.6008 15.25922029153599
VIGORIDE-5,1 55056U 23001AZ  25283.14525885  .00031803  00000+0  75747-3 0  9992,2 55056  97.3584 344.6865 0002811 272.2414  87.8511 15.41538890153901
SKYKRAFT-1B,1 55058U 23001BB  25283.18432802  .00141176  00000+0  10805-2 0  9992,2 55058  97.3492 356.8801 0005132 226.0409 134.0431 15.71694424154722
ION SCV-007,1 55060U 23001BD  25283.41893414  .00000704  00000+0  10650-3 0  9991,2 55060  97.9369 345.9571 0013663  65.6451 294.6184 14.77197111149378
SKYKRAFT-1C,1 55061U 23001BE  25283.11565744  .00004101  00000+0  17806-3 0  9996,2 55061  97.3583 337.0863 0009675 313.9444  46.0993 15.22830794153392
ICEYE-X27,1 55062U 23001BF  25283.45844485  .00205804  00000+0  12491-2 0  9993,2 55062  97.3514 355.2374 0003345 236.4040 123.6907 15.76930958154610
NUSAT-32 (ALBANIA-1),1 55064U 23001BH  25283.47697767  .00083206  00000+0  10018-2 0  9999,2 55064  97.2147 346.1011 0005094 192.1696 167.9439 15.60530755155153
YAM-5,1 55076U 23001BV  25283.44468911  .00012444  00000+0  40391-3 0  9990,2 55076  97.3576 342.4999 0008583 287.2910  72.7393 15.32058517153787
