Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25254.95117841  .00008594  00000+0  26783-3 0  9993,2 55009  97.3599 314.4015 0007717  48.7986 311.3921 15.33471017149450
MENUT,1 55010U 23001B   25254.91689701  .00020388  00000+0  64462-3 0  9991,2 55010  97.3674 314.7150 0006738  54.4853 305.7017 15.32801925149422
BRO-8,1 55011U 23001C   25254.93464282  .00013529  00000+0  43378-3 0  9991,2 55011  97.3665 313.8882 0008856  56.1896 304.0188 15.32428504149366
CONNECTA T1.2,1 55012U 23001D   25254.88549480  .00009397  00000+0  26191-3 0  9992,2 55012  97.3689 318.2194 0008255  38.2941 321.8889 15.36962406149636
BIRKELAND,1 55015U 23001G   25254.97860559  .00005496  00000+0  17100-3 0  9994,2 55015  97.3728 317.8529 0008170  37.2063 322.9744 15.33694877149611
OBJECT H,1 55016U 23001H   25254.92390003  .00008333  00000+0  26275-3 0  9998,2 55016  97.3587 314.4152 0008416  42.1691 318.0197 15.33101978149461
KSF3-B,1 55019U 23001L   25254.94966034  .00030658  00000+0  41312-3 0  9990,2 55019  97.3640 328.4308 0003175 270.3749  89.7142 15.57779147150344
FLOCK 4Y-24,1 55020U 23001M   25254.75518201  .00761188  24905-3  20270-2 0  9992,2 55020  97.3518 332.2491 0008606 258.9818 101.0489 15.94533896150600
FLOCK 4Y-22,1 55022U 23001P   25254.70477546  .00285361  00000+0  17431-2 0  9990,2 55022  97.3500 330.8321 0006757 263.8158  96.2338 15.76549883150528
FLOCK 4Y-18,1 55023U 23001Q   25254.78774363  .00622656  15852-3  18144-2 0  9995,2 55023  97.3517 332.5160 0008172 259.3693 100.6661 15.92802979150608
FLOCK 4Y-14,1 55024U 23001R   25254.75855329  .00743822  24257-3  18146-2 0  9995,2 55024  97.3475 332.3179 0008981 258.3988 101.6280 15.96162130150615
FLOCK 4Y-10,1 55029U 23001W   25254.73880736  .01141426  68490-3  20928-2 0  9999,2 55029  97.3388 332.5678 0011161 269.0226  90.9774 16.01350083150629
FLOCK 4Y-7,1 55032U 23001Z   25254.76098181  .00186596  00000+0  15624-2 0  9993,2 55032  97.3561 329.4009 0004864 266.3488  93.7217 15.69391209150420
LYNK TOWER 4,1 55034U 23001AB  25254.86003137  .00005526  00000+0  20535-3 0  9994,2 55034  97.3636 311.7436 0010054  40.8172 319.3819 15.27907464149249
UMBRA-05,1 55036U 23001AD  25254.70303211  .00092718  00000+0  16033-2 0  9991,2 55036  97.3584 313.2875 0004666 234.1244 125.9575 15.50619855149337
SKYKRAFT-1,1 55041U 23001AJ  25254.96214046  .00016957  00000+0  38332-3 0  9990,2 55041  97.3614 320.3328 0006720  15.1320 345.0128 15.43217377149833
FLOCK 4Y-33,1 55042U 23001AK  25254.75232321  .00561060  12116-3  19999-2 0  9996,2 55042  97.3543 331.8997 0008352 262.4532  97.5792 15.88828298150588
FLOCK 4Y-11,1 55043U 23001AL  25254.75696539  .00179262  00000+0  15986-2 0  9998,2 55043  97.3613 329.1685 0005142 292.1731  67.8984 15.67864669150375
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25254.96007091  .00007992  00000+0  31138-3 0  9990,2 55045  97.3684 317.0045 0007296   4.5260 355.6043 15.26211600149788
