Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25324.19660476  .00016808  00000+0  48115-3 0  9994,2 55009  97.3497  23.4288 0007560 138.5489 221.6330 15.35984022160073
MENUT,1 55010U 23001B   25324.25700631  .00042035  00000+0  11044-2 0  9992,2 55010  97.3555  23.9830 0006939 138.3065 221.8710 15.38462789160062
BRO-8,1 55011U 23001C   25324.26091127  .00029696  00000+0  83393-3 0  9992,2 55011  97.3556  23.0193 0008234 149.7599 210.4122 15.36462443159991
CONNECTA T1.2,1 55012U 23001D   25324.16840317  .00013107  00000+0  33569-3 0  9995,2 55012  97.3593  27.7376 0008870 129.3214 230.8819 15.39479445160287
BIRKELAND,1 55015U 23001G   25324.29324626  .00010193  00000+0  29691-3 0  9995,2 55015  97.3637  27.0650 0008749 129.9964 230.2049 15.35550821160249
OBJECT H,1 55016U 23001H   25324.18948551  .00015719  00000+0  45764-3 0  9991,2 55016  97.3485  23.4035 0008493 135.6302 224.5623 15.35459554160081
KSF3-B,1 55019U 23001L   25323.84507896  .00582355  00000+0  22910-2 0  9991,2 55019  97.3473  40.5678 0005143 327.5671  32.5283 15.85453644161139
LYNK TOWER 4,1 55034U 23001AB  25324.11374166  .00008632  00000+0  30356-3 0  9996,2 55034  97.3529  20.1878 0010151 137.2512 222.9519 15.29545984159826
SKYKRAFT-1,1 55041U 23001AJ  25324.30279788  .00034908  00000+0  65990-3 0  9996,2 55041  97.3513  30.6172 0007427 108.4591 251.7467 15.48310928160541
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25324.27047427  .00013754  00000+0  54039-3 0  9997,2 55045  97.3637  25.2951 0009332 104.7327 255.4947 15.25764948160353
LYNK TOWER 3,1 55046U 23001AP  25324.11810040  .00011592  00000+0  39073-3 0  9999,2 55046  97.3533  20.8367 0009923 139.1890 221.0096 15.30842838159863
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25324.24621299  .00014731  00000+0  55786-3 0  9997,2 55047  97.3351  24.1429 0009387  76.0673 284.1610 15.26972242160424
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25324.28914520  .00016695  00000+0  55727-3 0  9990,2 55048  97.2197  17.6424 0007186 123.2058 236.9874 15.31094182160411
ICEYE-X21,1 55049U 23001AS  25324.28094072  .00073337  00000+0  10605-2 0  9993,2 55049  97.3580  33.4446 0011802  98.6170 261.6422 15.55599263160701
ION SCV-008,1 55051U 23001AU  25324.20248042  .00008453  00000+0  33831-3 0  9990,2 55051  97.5796  52.5070 0016662  32.9037 327.3234 15.25203131159445
EOSSAT-1,1 55053U 23001AW  25324.15308196  .00007671  00000+0  26441-3 0  9993,2 55053  97.3554  21.6532 0011141 136.8781 223.3335 15.30227559159919
SKYKRAFT-1A,1 55054U 23001AX  25324.10017890  .00005580  00000+0  21587-3 0  9990,2 55054  97.3547  19.7042 0011189 144.3323 215.8666 15.26551750159791
VIGORIDE-5,1 55056U 23001AZ  25324.13100575  .00031287  00000+0  67129-3 0  9993,2 55056  97.3517  26.0624 0006000 130.4694 229.7079 15.44648871160223
SKYKRAFT-1B,1 55058U 23001BB  25324.16085792  .00349093  48221-4  10596-2 0  9995,2 55058  97.3396  40.5342 0000581 281.6795  78.4414 15.92062175161196
ION SCV-007,1 55060U 23001BD  25324.12768201  .00000620  00000+0  94602-4 0  9997,2 55060  97.9313  25.9955 0011123 293.8475  66.1570 14.77277593155380
SKYKRAFT-1C,1 55061U 23001BE  25324.11224156  .00003893  00000+0  16683-3 0  9990,2 55061  97.3524  17.2407 0011525 155.7214 204.4569 15.23296228159633
NUSAT-32 (ALBANIA-1),1 55064U 23001BH  25324.27573549  .00128877  00000+0  10631-2 0  9999,2 55064  97.2062  27.8248 0003323  56.9435 303.2147 15.69938354161531
YAM-5,1 55076U 23001BV  25324.11904082  .00011407  00000+0  35581-3 0  9997,2 55076  97.3524  22.9236 0010996 134.6272 225.5870 15.33330020160016
OBJECT CA,1 55081U 23001CA  25324.25898976  .00216411  00000+0  10114-2 0  9998,2 55081  97.3439  40.7530 0002075  83.7203 276.4302 15.82694880161195
GAMA-ALPHA,1 55084U 23001CD  25324.15488520  .00131508  00000+0  89468-3 0  9992,2 55084  97.3523  38.6201 0003069  96.0522 264.1092 15.74510909161064
KSF3-A,1 55086U 23001CF  25323.99529126  .00471070  00000+0  17465-2 0  9991,2 55086  97.3477  40.9567 0003826 295.5756  64.5119 15.86954691161178
HUYGENS,1 55093U 23001CN  25324.29331279  .00010378  00000+0  30195-3 0  9999,2 55093  97.3554  26.5479 0012156 112.8126 247.4403 15.35546070160261
KUWAITSAT-1,1 55103U 23001CY  25324.18823039  .00019365  00000+0  48637-3 0  9994,2 55103  97.3554  27.8508 0011463 112.3556 247.8906 15.39962834160325
SHARJAHSAT-1,1 55104U 23001CZ  25324.29012118  .00020825  00000+0  51785-3 0  9996,2 55104  97.3505  26.1018 0007979 133.8922 226.2984 15.40286632160247
AAC-AIS-SAT1,1 55107U 23001DC  25324.25400384  .00006296  00000+0  66584-3 0  9990,2 55107  97.9429  35.0896 0008897 245.0428 114.9865 14.89528836147154
ASTROCAST-0402,1 55109U 23001DE  25324.19770047  .00009692  00000+0  40043-3 0  9996,2 55109  97.5692  49.8843 0004077 249.5716 110.5083 15.24210365112650
ASTROCAST-0401,1 55110U 23001DF  25324.21313011  .00007867  00000+0  32623-3 0  9992,2 55110  97.5680  49.8970 0007966 214.0346 146.0381 15.24131779159338
ASTROCAST-0403,1 55111U 23001DG  25324.21909348  .00012130  00000+0  49000-3 0  9993,2 55111  97.5731  50.2948 0005574   6.3244 353.8062 15.24897880112659
ASTROCAST-0404,1 55112U 23001DH  25324.18426624  .00007268  00000+0  30222-3 0  9993,2 55112  97.5774  50.6432 0007515  24.1372 336.0216 15.24067825112658
