Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25203.50993244  .00009085  00000+0  29375-3 0  9993,2 55009  97.3679 263.1915 0006352 207.8196 152.2707 15.32284035141573
MENUT,1 55010U 23001B   25203.49336641  .00006162  00000+0  21187-3 0  9991,2 55010  97.3757 263.5793 0006683 211.2725 148.8119 15.30431485141551
BRO-8,1 55011U 23001C   25203.51239367  .00006238  00000+0  21294-3 0  9995,2 55011  97.3746 262.7580 0007622 219.5036 140.5650 15.30659178141498
CONNECTA T1.2,1 55012U 23001D   25203.16893116  .00008504  00000+0  24705-3 0  9993,2 55012  97.3766 266.4042 0007760 197.2295 162.8687 15.35697993141698
BIRKELAND,1 55015U 23001G   25203.48304376  .00007128  00000+0  22796-3 0  9995,2 55015  97.3804 266.4767 0007414 195.7342 164.3671 15.32712088141724
OBJECT H,1 55016U 23001H   25203.47150160  .00007809  00000+0  25522-3 0  9991,2 55016  97.3667 263.2289 0007381 202.6005 157.4913 15.31978373141589
KSF3-B,1 55019U 23001L   25203.48781995  .00032136  00000+0  50790-3 0  9997,2 55019  97.3715 275.3898 0007094 112.4751 247.7254 15.53394103142346
FLOCK 4Y-24,1 55020U 23001M   25203.20657373  .00110045  00000+0  11762-2 0  9992,2 55020  97.3691 277.6563 0004919 177.0472 183.0817 15.63527845142490
FLOCK 4Y-22,1 55022U 23001P   25202.74368103  .00027786  00000+0  36072-3 0  9993,2 55022  97.3625 276.5438 0006245 152.8839 207.2744 15.58777843142396
FLOCK 4Y-18,1 55023U 23001Q   25203.47461694  .00112535  00000+0  12116-2 0  9993,2 55023  97.3683 278.2223 0005136 183.8997 176.2223 15.63331667142527
FLOCK 4Y-14,1 55024U 23001R   25203.17979273  .00114174  00000+0  11858-2 0  9991,2 55024  97.3620 277.6647 0004464 181.7515 178.3729 15.64250067142493
FLOCK 4Y-30,1 55025U 23001S   25203.19750630  .01431679  13010-2  19728-2 0  9993,2 55025  97.3638 280.7152 0010588 247.7093 112.3067 16.06325791142663
FLOCK 4Y-25,1 55027U 23001U   25203.18841121  .00214887  00000+0  13591-2 0  9993,2 55027  97.3576 277.8479 0005778 181.9549 178.1695 15.75950063142539
FLOCK 4Y-5,1 55028U 23001V   25203.19058864  .00158808  00000+0  13082-2 0  9994,2 55028  97.3649 278.0405 0007336 203.0880 157.0053 15.69854137142519
FLOCK 4Y-10,1 55029U 23001W   25203.19903183  .00105185  00000+0  10744-2 0  9990,2 55029  97.3605 277.8727 0005950 172.9871 187.1472 15.64694251142502
FLOCK 4Y-7,1 55032U 23001Z   25202.91083656  .00030287  00000+0  42961-3 0  9994,2 55032  97.3673 275.5391 0006324 156.9079 203.2462 15.56379494142331
LYNK TOWER 4,1 55034U 23001AB  25202.71450510  .00004955  00000+0  18899-3 0  9997,2 55034  97.3713 260.2282 0008803 204.3304 155.7520 15.27105335141289
UMBRA-05,1 55036U 23001AD  25202.72994761  .00046045  00000+0  10603-2 0  9991,2 55036  97.3682 260.5086 0004952 104.1253 256.0545 15.42466177141308
SKYKRAFT-1,1 55041U 23001AJ  25203.50377516  .00014809  00000+0  36000-3 0  9990,2 55041  97.3694 268.3767 0007902 177.9461 182.1820 15.41050421141907
FLOCK 4Y-33,1 55042U 23001AK  25203.18895172  .00107975  00000+0  12123-2 0  9994,2 55042  97.3707 277.4712 0004821 165.8245 194.3149 15.62267419142480
FLOCK 4Y-11,1 55043U 23001AL  25202.81276777  .00030289  00000+0  42893-3 0  9999,2 55043  97.3712 275.2483 0007000 167.9666 192.1757 15.56418747142273
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25203.50513321  .00009068  00000+0  35247-3 0  9993,2 55045  97.3739 266.2217 0008725 164.8518 195.2984 15.26237598141934
LYNK TOWER 3,1 55046U 23001AP  25202.71981274  .00006849  00000+0  25619-3 0  9998,2 55046  97.3717 260.7196 0008947 207.2166 152.8606 15.27610859141311
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25203.49397272  .00009763  00000+0  35369-3 0  9995,2 55047  97.3466 265.3321 0010339 130.7016 229.5124 15.28532633141991
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25203.47692084  .00008525  00000+0  32054-3 0  9996,2 55048  97.2388 260.2623 0006357 185.2064 174.9111 15.27372378141958
ICEYE-X21,1 55049U 23001AS  25203.48831445  .00012304  00000+0  27164-3 0  9990,2 55049  97.3737 270.3579 0016308 173.5112 186.6350 15.43877658142013
ION SCV-008,1 55051U 23001AU  25202.92951799  .00004911  00000+0  21068-3 0  9998,2 55051  97.5845 289.9197 0018390  93.6995 266.6344 15.23056843140972
EOSSAT-1,1 55053U 23001AW  25202.74734531  .00004889  00000+0  18206-3 0  9997,2 55053  97.3737 261.5120 0009774 205.0923 154.9842 15.27897077141362
SKYKRAFT-1A,1 55054U 23001AX  25203.15771374  .00003483  00000+0  14239-3 0  9991,2 55054  97.3726 260.6251 0009880 210.2653 149.8016 15.24980658141352
VIGORIDE-5,1 55056U 23001AZ  25203.43195037  .00014476  00000+0  39872-3 0  9994,2 55056  97.3704 264.5819 0009656 179.2621 180.8640 15.37204859141649
SKYKRAFT-1B,1 55058U 23001BB  25203.17155310  .00043008  00000+0  57629-3 0  9990,2 55058  97.3644 273.5770 0006776 163.8225 196.3248 15.57842076142210
ION SCV-007,1 55060U 23001BD  25202.74042243  .00000357  00000+0  57850-4 0  9992,2 55060  97.9479 266.5236 0011616 328.6070  31.4446 14.77075625137461
SKYKRAFT-1C,1 55061U 23001BE  25203.19252557  .00002735  00000+0  12220-3 0  9997,2 55061  97.3707 258.7633 0010048 221.9732 138.0736 15.22135014141238
ICEYE-X27,1 55062U 23001BF  25203.15430302  .00052286  00000+0  69583-3 0  9990,2 55062  97.3665 271.3802 0004309 193.2545 166.8599 15.57999534142057
FLOCK 4Y-20,1 55063U 23001BG  25202.68483925  .00179068  00000+0  20563-2 0  9999,2 55063  97.3706 277.3093 0006255 173.8438 186.2898 15.61437869142397
NUSAT-32 (ALBANIA-1),1 55064U 23001BH  25203.50429615  .00031970  00000+0  53683-3 0  9997,2 55064  97.2304 265.3193 0007085 135.5540 224.6282 15.51701587142721
FLOCK 4Y-12,1 55065U 23001BJ  25203.48536161  .00107002  00000+0  12026-2 0  9995,2 55065  97.3662 278.2672 0005649 171.5982 188.5371 15.62239426142524
FLOCK 4Y-15,1 55068U 23001BM  25203.19422817  .00118567  00000+0  12342-2 0  9997,2 55068  97.3593 277.4618 0006280 169.3309 190.8084 15.64166978142510
FLOCK 4Y-26,1 55070U 23001BP  25203.15486809  .01337180  10907-2  18759-2 0  9990,2 55070  97.3544 280.4359 0011097 250.6184 109.3898 16.05965472142657
FLOCK 4Y-2,1 55074U 23001BT  25202.79865021  .00106140  00000+0  11916-2 0  9997,2 55074  97.3643 277.4196 0006444 170.2167 189.9217 15.62265216142430
YAM-5,1 55076U 23001BV  25202.72682619  .00006682  00000+0  23094-3 0  9993,2 55076  97.3706 262.3666 0010051 203.9505 156.1269 15.30204441141436
FLOCK 4Y-21,1 55077U 23001BW  25203.19324685  .00111799  00000+0  12095-2 0  9996,2 55077  97.3667 278.0833 0006140 167.1826 192.9590 15.63203554142508
FLOCK 4Y-13,1 55079U 23001BY  25203.16064189  .00333101  00000+0  15041-2 0  9992,2 55079  97.3560 279.1242 0007580 196.6779 163.4242 15.83112968142586
OBJECT CA,1 55081U 23001CA  25203.49381913  .00044559  00000+0  59937-3 0  9997,2 55081  97.3663 274.3832 0008082 164.3149 195.8359 15.57720205142281
FLOCK 4Y-34,1 55082U 23001CB  25202.72401013  .00519037  10578-3  16723-2 0  9995,2 55082  97.3534 278.9570 0007761 213.8258 146.2522 15.90844293142544
GAMA-ALPHA,1 55084U 23001CD  25202.72397877  .00033618  00000+0  52156-3 0  9991,2 55084  97.3705 272.4671 0008039 162.6750 197.4779 15.53890623142116
KSF3-D,1 55085U 23001CE  25203.50768788  .00088610  00000+0  94639-3 0  9996,2 55085  97.3662 276.2438 0005725 168.0608 192.0787 15.63614752142436
KSF3-A,1 55086U 23001CF  25203.54112912  .00023470  00000+0  38746-3 0  9993,2 55086  97.3732 275.5887 0007015 145.1823 214.9890 15.52240808142360
HUYGENS,1 55093U 23001CN  25203.48313276  .00007050  00000+0  22520-3 0  9999,2 55093  97.3728 266.0884 0011448 178.4132 181.7148 15.32715098141746
KUWAITSAT-1,1 55103U 23001CY  25203.17527359  .00008737  00000+0  25763-3 0  9991,2 55103  97.3731 266.5951 0011325 182.0765 178.0433 15.35188953141731
SHARJAHSAT-1,1 55104U 23001CZ  25203.43041255  .00009263  00000+0  27082-3 0  9998,2 55104  97.3691 265.0162 0007180 203.7258 156.3656 15.35474474141672
AAC-AIS-SAT1,1 55107U 23001DC  25203.45672173  .00003726  00000+0  41409-3 0  9999,2 55107  97.9562 273.9140 0008731 285.5925  74.4327 14.87771038129183
ASTROCAST-0402,1 55109U 23001DE  25202.76332032  .00005238  00000+0  23416-3 0  9999,2 55109  97.5751 287.5178 0004590 338.8232  21.2813 15.21757447 94172
ASTROCAST-0401,1 55110U 23001DF  25202.84572318  .00005546  00000+0  24803-3 0  9996,2 55110  97.5749 287.6074 0007644 288.9576  71.0831 15.21702747140860
ASTROCAST-0403,1 55111U 23001DG  25203.19537675  .00005102  00000+0  22786-3 0  9999,2 55111  97.5802 288.2258 0007646  65.4005 294.8026 15.21790661 94231
ASTROCAST-0404,1 55112U 23001DH  25202.81451426  .00004646  00000+0  20783-3 0  9994,2 55112  97.5832 288.2149 0009224  80.7119 279.5159 15.21773545 94187
