Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25267.21775743  .00019666  00000+0  60286-3 0  9995,2 55009  97.3581 326.6186 0006480   7.4138 352.7199 15.33797315151330
MENUT,1 55010U 23001B   25267.25263323  .00043760  00000+0  13455-2 0  9994,2 55010  97.3655 327.0041 0005409  11.4357 348.7008 15.33539163151314
BRO-8,1 55011U 23001C   25267.20897127  .00031398  00000+0  98581-3 0  9993,2 55011  97.3647 326.1058 0007655  15.3766 344.7707 15.32930996151248
CONNECTA T1.2,1 55012U 23001D   25267.12419444  .00022645  00000+0  62038-3 0  9990,2 55012  97.3671 330.4880 0006845 354.3703   5.7464 15.37298887151519
BIRKELAND,1 55015U 23001G   25267.24355920  .00014355  00000+0  43883-3 0  9990,2 55015  97.3712 330.0932 0006876 354.2290   5.8873 15.33951825151492
OBJECT H,1 55016U 23001H   25267.12824662  .00021132  00000+0  65542-3 0  9999,2 55016  97.3568 326.5612 0007234   0.0460   0.0782 15.33404745151334
KSF3-B,1 55019U 23001L   25267.27704111  .00075048  00000+0  94717-3 0  9995,2 55019  97.3624 341.1843 0004006 219.9766 140.1196 15.59323418152266
FLOCK 4Y-22,1 55022U 23001P   25267.17403840  .00855976  00000+0  29816-2 0  9996,2 55022  97.3447 344.1408 0008624 257.3834 102.6474 15.87325804152494
FLOCK 4Y-7,1 55032U 23001Z   25267.17346788  .00458504  00000+0  28359-2 0  9991,2 55032  97.3525 342.4879 0006226 250.5681 109.4912 15.75799356152379
LYNK TOWER 4,1 55034U 23001AB  25267.10611393  .00016202  00000+0  59216-3 0  9995,2 55034  97.3618 323.8427 0008751 358.7435   1.3781 15.28131945151116
UMBRA-05,1 55036U 23001AD  25267.14792772  .00193891  00000+0  29817-2 0  9995,2 55036  97.3569 326.0253 0005245 206.4857 153.6129 15.53534582151262
SKYKRAFT-1,1 55041U 23001AJ  25267.28000528  .00036399  00000+0  80205-3 0  9995,2 55041  97.3598 332.7874 0005714 325.4190  34.6686 15.43829709151731
FLOCK 4Y-33,1 55042U 23001AK  25266.57784013  .05098111  24086-5  23083-2 0  9996,2 55042  97.3375 344.8696 0012961 273.5876  86.3931 16.21870871152479
FLOCK 4Y-11,1 55043U 23001AL  25267.18315050  .00379695  00000+0  26006-2 0  9992,2 55043  97.3591 342.2467 0007112 259.6962 100.3500 15.73634151152329
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25267.21944080  .00019058  00000+0  73085-3 0  9993,2 55045  97.3667 329.0940 0006252 316.2269  43.8474 15.26524142151650
LYNK TOWER 3,1 55046U 23001AP  25267.14952400  .00017306  00000+0  61684-3 0  9997,2 55046  97.3620 324.4377 0008805 359.1440   0.9784 15.28941129151159
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25266.43453939  .00021668  00000+0  81252-3 0  9991,2 55047  97.3410 327.3420 0006696 273.4505  86.5968 15.27238831151606
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25267.19290502  .00020028  00000+0  71489-3 0  9991,2 55048  97.2287 322.1280 0005272 349.6933  10.4198 15.28883609151684
ICEYE-X21,1 55049U 23001AS  25267.26407293  .00051145  00000+0  98138-3 0  9991,2 55049  97.3640 335.1097 0013638 304.8546  55.1421 15.47726228151866
ION SCV-008,1 55051U 23001AU  25267.23224376  .00012456  00000+0  51643-3 0  9992,2 55051  97.5811 354.8794 0015593 224.2344 135.7648 15.23919774150764
EOSSAT-1,1 55053U 23001AW  25267.10644466  .00014080  00000+0  50347-3 0  9991,2 55053  97.3642 325.1889 0009725 356.4396   3.6773 15.28874622151194
