Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25293.95657961  .00019843  00000+0  58861-3 0  9999,2 55009  97.3543 353.2650 0005334 250.6825 109.3842 15.34843308155433
MENUT,1 55010U 23001B   25293.91988499  .00042573  00000+0  12187-2 0  9996,2 55010  97.3611 353.6195 0004440 246.0231 114.0548 15.35808231155406
BRO-8,1 55011U 23001C   25293.95742350  .00031594  00000+0  94197-3 0  9998,2 55011  97.3607 352.7626 0006434 263.4600  96.5910 15.34581682155346
CONNECTA T1.2,1 55012U 23001D   25293.86716783  .00019212  00000+0  50937-3 0  9997,2 55012  97.3637 357.3134 0006435 234.0677 125.9971 15.38349924155624
BIRKELAND,1 55015U 23001G   25293.91739870  .00012902  00000+0  38572-3 0  9998,2 55015  97.3680 356.7222 0006322 236.9482 123.1154 15.34685987155582
OBJECT H,1 55016U 23001H   25293.93980714  .00018350  00000+0  55254-3 0  9995,2 55016  97.3531 353.2578 0006208 245.0649 114.9949 15.34382149155442
KSF3-B,1 55019U 23001L   25293.97217808  .00160566  00000+0  14765-2 0  9997,2 55019  97.3574   8.9752 0004002 151.6509 208.4970 15.67166901156432
LYNK TOWER 4,1 55034U 23001AB  25293.88166498  .00012293  00000+0  44098-3 0  9998,2 55034  97.3581 350.3023 0007563 246.4789 113.5656 15.28818382155205
UMBRA-05,1 55036U 23001AD  25293.71591696  .00320517  00000+0  30485-2 0  9999,2 55036  97.3497 353.5025 0002071 189.9809 170.1410 15.65832497155406
SKYKRAFT-1,1 55041U 23001AJ  25293.96640073  .00038681  00000+0  79542-3 0  9992,2 55041  97.3561 359.8138 0006258 211.4270 148.6606 15.45853562155852
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25293.96012059  .00017477  00000+0  70782-3 0  9990,2 55045  97.3684 355.4690 0007598 203.4171 156.6722 15.24709112155739
LYNK TOWER 3,1 55046U 23001AP  25293.71272528  .00017910  00000+0  62096-3 0  9994,2 55046  97.3582 350.7254 0007697 250.1020 109.9392 15.29846250155210
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25293.95996245  .00017289  00000+0  67498-3 0  9990,2 55047  97.3396 354.4014 0008518 169.6755 190.4661 15.25931196155800
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25293.95217108  .00019313  00000+0  66786-3 0  9994,2 55048  97.2248 348.1340 0004865 227.0857 132.9976 15.29929028155772
ICEYE-X21,1 55049U 23001AS  25294.00100485  .00068226  00000+0  11582-2 0  9991,2 55049  97.3612   2.3893 0014376 208.6459 151.4005 15.51136224156001
ION SCV-008,1 55051U 23001AU  25293.81974392  .00011759  00000+0  47831-3 0  9994,2 55051  97.5806  21.7613 0017329 132.4772 227.7933 15.24547952154817
EOSSAT-1,1 55053U 23001AW  25293.73852722  .00012387  00000+0  43475-3 0  9997,2 55053  97.3601 351.5444 0008449 246.5580 113.4773 15.29526095155266
SKYKRAFT-1A,1 55054U 23001AX  25293.87703748  .00008023  00000+0  31372-3 0  9991,2 55054  97.3596 349.9498 0008815 255.8334 104.1926 15.26078468155188
VIGORIDE-5,1 55056U 23001AZ  25293.72303586  .00041914  00000+0  96747-3 0  9996,2 55056  97.3573 355.3526 0003361 224.7592 135.3385 15.42423175155531
SKYKRAFT-1B,1 55058U 23001BB  25293.74217428  .00196093  00000+0  12828-2 0  9995,2 55058  97.3480   8.0237 0004786 200.4671 159.6403 15.75230204156381
