Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25331.23199234  .00015789  00000+0  44887-3 0  9995,2 55009  97.3480  30.4504 0007902 117.4121 242.7928 15.36211489161151
MENUT,1 55010U 23001B   25331.28033170  .00039539  00000+0  10206-2 0  9994,2 55010  97.3535  31.0262 0007267 117.6795 242.5189 15.39018569161148
BRO-8,1 55011U 23001C   25331.29376807  .00023082  00000+0  64140-3 0  9996,2 55011  97.3540  30.0500 0008596 127.2605 232.9425 15.36838396161075
CONNECTA T1.2,1 55012U 23001D   25330.86287460  .00017777  00000+0  45100-3 0  9994,2 55012  97.3577  34.4634 0009071 109.3952 250.8276 15.39698535161319
BIRKELAND,1 55015U 23001G   25331.26558358  .00011435  00000+0  33087-3 0  9995,2 55015  97.3621  34.0323 0008962 109.2654 250.9560 15.35726373161314
OBJECT H,1 55016U 23001H   25331.29246605  .00012965  00000+0  37544-3 0  9999,2 55016  97.3467  30.4855 0008860 113.6712 246.5463 15.35671865161176
KSF3-B,1 55019U 23001L   25331.27631608  .00567197  13144-3  16023-2 0  9998,2 55019  97.3435  48.5881 0006566 307.0752  52.9922 15.93414250162310
LYNK TOWER 4,1 55034U 23001AB  25330.72099665  .00010092  00000+0  35294-3 0  9997,2 55034  97.3511  26.7203 0010548 116.7824 243.4496 15.29676928160837
SKYKRAFT-1,1 55041U 23001AJ  25331.28157418  .00035272  00000+0  65497-3 0  9993,2 55041  97.3498  37.7161 0007172  86.9786 273.2285 15.48824930161622
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25331.28739916  .00012045  00000+0  47083-3 0  9990,2 55045  97.3621  32.2034 0009374  83.8034 276.4272 15.25967053161429
LYNK TOWER 3,1 55046U 23001AP  25331.11179259  .00013869  00000+0  46400-3 0  9998,2 55046  97.3517  27.7660 0010312 117.6406 242.5883 15.31038479160936
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25331.25761624  .00014355  00000+0  54054-3 0  9992,2 55047  97.3333  31.0316 0009032  54.7766 305.4317 15.27169411161495
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25331.34706175  .00019376  00000+0  64722-3 0  9994,2 55048  97.2181  24.5110 0007196  93.3090 266.8974 15.31038761161490
ICEYE-X21,1 55049U 23001AS  25331.29036699  .00059634  00000+0  83426-3 0  9999,2 55049  97.3563  40.6621 0011421  71.5315 288.7180 15.56557481161793
ION SCV-008,1 55051U 23001AU  25331.22214161  .00008136  00000+0  32467-3 0  9997,2 55051  97.5782  59.6142 0016051   9.0608 351.0916 15.25322652160510
EOSSAT-1,1 55053U 23001AW  25331.08433348  .00009414  00000+0  32247-3 0  9999,2 55053  97.3539  28.5157 0011564 115.5469 244.6969 15.30362571160978
SKYKRAFT-1A,1 55054U 23001AX  25331.11375146  .00006672  00000+0  25677-3 0  9997,2 55054  97.3532  26.6086 0011614 122.1504 238.0863 15.26643549160862
VIGORIDE-5,1 55056U 23001AZ  25331.12632355  .00033063  00000+0  69715-3 0  9993,2 55056  97.3498  33.1399 0006198 109.6552 250.5366 15.45149835161306
SKYKRAFT-1B,1 55058U 23001BB  25331.18781615  .00525703  12012-3  11381-2 0  9997,2 55058  97.3327  48.1752 0001652 307.7637  52.3491 15.98393317162316
ION SCV-007,1 55060U 23001BD  25331.17190202  .00000695  00000+0  10511-3 0  9998,2 55060  97.9301  32.9214 0011001 268.3148  91.6803 14.77289377156423
SKYKRAFT-1C,1 55061U 23001BE  25331.14084755  .00004627  00000+0  19725-3 0  9996,2 55061  97.3510  24.1235 0012060 133.1270 227.0978 15.23363285160704
NUSAT-32 (ALBANIA-1),1 55064U 23001BH  25331.28302052  .00120920  00000+0  92406-3 0  9999,2 55064  97.2038  35.0487 0002860  27.4539 332.6875 15.71803048162633
YAM-5,1 55076U 23001BV  25331.10142330  .00013164  00000+0  40768-3 0  9999,2 55076  97.3505  29.8668 0011359 112.4525 247.7922 15.33517405161085
OBJECT CA,1 55081U 23001CA  25330.13434704  .00257915  00000+0  10595-2 0  9994,2 55081  97.3407  47.0458 0001822  66.8760 293.2702 15.85331621162127
GAMA-ALPHA,1 55084U 23001CD  25331.20443643  .00167435  00000+0  10260-2 0  9994,2 55084  97.3505  46.0870 0002270  58.6395 301.5093 15.76821494162170
KSF3-A,1 55086U 23001CF  25331.23290376  .00520873  11022-3  14672-2 0  9992,2 55086  97.3432  48.7838 0004879 296.0935  63.9838 15.93484416162320
HUYGENS,1 55093U 23001CN  25331.26564378  .00010756  00000+0  31114-3 0  9994,2 55093  97.3538  33.5072 0012092  91.3082 268.9547 15.35717425161331
KUWAITSAT-1,1 55103U 23001CY  25331.14027286  .00023358  00000+0  57988-3 0  9994,2 55103  97.3540  34.8373 0011449  90.5386 269.7172 15.40279371161395
SHARJAHSAT-1,1 55104U 23001CZ  25331.24074281  .00019347  00000+0  47658-3 0  9999,2 55104  97.3488  33.0853 0008200 112.5853 247.6261 15.40586638161319
AAC-AIS-SAT1,1 55107U 23001DC  25331.24013698  .00006547  00000+0  69030-3 0  9993,2 55107  97.9415  42.1019 0009140 219.9094 140.1452 14.89630948148192
ASTROCAST-0402,1 55109U 23001DE  25331.22186747  .00009490  00000+0  39035-3 0  9991,2 55109  97.5672  56.9749 0004461 217.5721 142.5205 15.24363169113721
ASTROCAST-0401,1 55110U 23001DF  25331.23771801  .00008085  00000+0  33382-3 0  9993,2 55110  97.5662  56.9863 0008618 187.8697 172.2406 15.24260854160405
ASTROCAST-0403,1 55111U 23001DG  25331.23991832  .00011650  00000+0  46781-3 0  9991,2 55111  97.5720  57.3952 0004966 340.8631  19.2419 15.25112984113724
ASTROCAST-0404,1 55112U 23001DH  25331.20914665  .00012147  00000+0  50087-3 0  9994,2 55112  97.5753  57.7403 0006880 359.4790   0.6438 15.24200994113728
