Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25257.30027809  .00008765  00000+0  27275-3 0  9996,2 55009  97.3598 316.7405 0007488  41.5162 318.6648 15.33514320149810
MENUT,1 55010U 23001B   25257.26697535  .00020174  00000+0  63592-3 0  9992,2 55010  97.3673 317.0549 0006463  46.8530 313.3251 15.32903592149788
BRO-8,1 55011U 23001C   25257.28532139  .00012736  00000+0  40770-3 0  9991,2 55011  97.3665 316.2271 0008631  48.8564 311.3422 15.32494203149727
CONNECTA T1.2,1 55012U 23001D   25256.90374229  .00009345  00000+0  26016-3 0  9993,2 55012  97.3684 320.2420 0008024  31.8220 328.3508 15.37001394149944
BIRKELAND,1 55015U 23001G   25257.19688900  .00005321  00000+0  16550-3 0  9994,2 55015  97.3727 320.0662 0007964  30.0879 330.0820 15.33719780149953
OBJECT H,1 55016U 23001H   25257.33883407  .00007987  00000+0  25162-3 0  9999,2 55016  97.3586 316.8180 0008190  34.4536 325.7236 15.33143444149832
KSF3-B,1 55019U 23001L   25256.36282764  .00025768  00000+0  34644-3 0  9995,2 55019  97.3638 329.8923 0003202 262.2889  97.8003 15.57873324150567
FLOCK 4Y-24,1 55020U 23001M   25256.94934898  .00998721  47786-3  21971-2 0  9995,2 55020  97.3507 334.6444 0009454 257.2915 102.7306 15.98105003150957
FLOCK 4Y-22,1 55022U 23001P   25256.73519278  .00286287  00000+0  16668-2 0  9993,2 55022  97.3484 332.9875 0007054 258.8409 101.2064 15.77636695150847
FLOCK 4Y-18,1 55023U 23001Q   25257.17251019  .00808532  29158-3  19505-2 0  9994,2 55023  97.3484 335.1132 0008674 260.7231  99.3065 15.96386884150989
FLOCK 4Y-14,1 55024U 23001R   25256.76295770  .00877849  36449-3  18165-2 0  9990,2 55024  97.3473 334.5105 0009707 255.5201 104.5001 15.99168938150933
FLOCK 4Y-10,1 55029U 23001W   25256.73526828  .01544796  15957-2  20674-2 0  9994,2 55029  97.3378 334.7682 0011863 271.8215  88.1708 16.06845988150944
FLOCK 4Y-7,1 55032U 23001Z   25257.18331022  .00161885  00000+0  13152-2 0  9994,2 55032  97.3555 331.9460 0005086 259.0278 101.0413 15.70197519150808
LYNK TOWER 4,1 55034U 23001AB  25257.15219729  .00005639  00000+0  20930-3 0  9999,2 55034  97.3635 314.0078 0009819  33.3425 326.8432 15.27935760149593
UMBRA-05,1 55036U 23001AD  25256.89690115  .00077790  00000+0  13314-2 0  9997,2 55036  97.3582 315.5288 0004922 227.4219 132.6618 15.50967554149672
SKYKRAFT-1,1 55041U 23001AJ  25257.29638900  .00015960  00000+0  36000-3 0  9991,2 55041  97.3610 322.6920 0006476   6.6630 353.4703 15.43296753150197
FLOCK 4Y-33,1 55042U 23001AK  25256.76637834  .00599029  14285-3  19078-2 0  9990,2 55042  97.3540 334.0793 0008943 259.8099 100.2166 15.91060918150902
FLOCK 4Y-11,1 55043U 23001AL  25257.18167914  .00152309  00000+0  13211-2 0  9990,2 55043  97.3609 331.7121 0005486 282.0303  78.0344 15.68627948150752
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25257.32033632  .00008564  00000+0  33303-3 0  9995,2 55045  97.3684 319.3314 0007059 355.8494   4.2684 15.26252158150143
LYNK TOWER 3,1 55046U 23001AP  25257.13526369  .00007087  00000+0  25631-3 0  9993,2 55046  97.3638 314.5310 0009837  33.9697 326.2171 15.28698960149627
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25257.26168382  .00008685  00000+0  32536-3 0  9992,2 55047  97.3416 318.3160 0006626 311.7743  48.2929 15.27489410150204
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25257.30901932  .00008606  00000+0  31171-3 0  9991,2 55048  97.2309 312.5273 0006308  25.7941 334.3612 15.28603307150173
ICEYE-X21,1 55049U 23001AS  25257.30445706  .00024693  00000+0  49038-3 0  9999,2 55049  97.3651 324.9763 0013806 343.9613  16.1198 15.46878441150322
ION SCV-008,1 55051U 23001AU  25257.18528998  .00005113  00000+0  21512-3 0  9996,2 55051  97.5806 344.7262 0015197 262.1336  97.8175 15.23751806149231
EOSSAT-1,1 55053U 23001AW  25257.09198137  .00005862  00000+0  21246-3 0  9991,2 55053  97.3656 315.2796 0010829  31.2705 328.9177 15.28696222149663
SKYKRAFT-1A,1 55054U 23001AX  25257.08557266  .00003794  00000+0  15228-3 0  9998,2 55054  97.3648 313.7284 0011293  36.2811 323.9191 15.25523640149570
VIGORIDE-5,1 55056U 23001AZ  25256.90187324  .00018678  00000+0  47624-3 0  9996,2 55056  97.3623 318.2733 0003988  29.1649 330.9819 15.39568339149862
SKYKRAFT-1B,1 55058U 23001BB  25257.14546364  .00058143  00000+0  59273-3 0  9992,2 55058  97.3546 329.6018 0003339 317.0633  43.0365 15.64924573150642
ION SCV-007,1 55060U 23001BD  25257.13649125  .00000400  00000+0  63715-4 0  9993,2 55060  97.9408 320.0932 0013287 142.7206 217.4929 14.77141916145495
SKYKRAFT-1C,1 55061U 23001BE  25257.09209429  .00002811  00000+0  12400-3 0  9990,2 55061  97.3633 311.5907 0012173  46.1785 314.0456 15.22534518149431
ICEYE-X27,1 55062U 23001BF  25256.77520524  .00093133  00000+0  86897-3 0  9995,2 55062  97.3564 327.1357 0001197 113.0036 247.1351 15.67028092150429
FLOCK 4Y-20,1 55063U 23001BG  25255.65819448  .04540741  24205-5  17922-2 0  9995,2 55063  97.3415 333.8189 0013274 273.7049  86.2723 16.23560219150755
NUSAT-32 (ALBANIA-1),1 55064U 23001BH  25257.34075367  .00039975  00000+0  56581-3 0  9992,2 55064  97.2206 319.6033 0003527 291.2836  68.8043 15.56397769151083
FLOCK 4Y-12,1 55065U 23001BJ  25256.94186597  .00546550  11692-3  18069-2 0  9999,2 55065  97.3485 334.7005 0008770 269.3130  90.7138 15.90322530150933
FLOCK 4Y-15,1 55068U 23001BM  25256.96058148  .01279806  91091-3  22368-2 0  9990,2 55068  97.3466 334.5055 0011741 263.7571  96.2371 16.02222662150981
FLOCK 4Y-2,1 55074U 23001BT  25256.76032437  .00559440  12326-3  18165-2 0  9996,2 55074  97.3482 334.3829 0009004 264.2369  95.7878 15.90676329150911
YAM-5,1 55076U 23001BV  25256.98524069  .00007818  00000+0  26102-3 0  9999,2 55076  97.3625 316.2237 0010690  29.0038 331.1795 15.31262674149739
FLOCK 4Y-21,1 55077U 23001BW  25256.95692952  .00791214  27918-3  18801-2 0  9991,2 55077  97.3508 335.0251 0010293 264.9577  95.0524 15.96631779150962
OBJECT CA,1 55081U 23001CA  25257.28579193  .00047831  00000+0  50400-3 0  9994,2 55081  97.3563 330.2067 0004122 325.3611  34.7379 15.64122717150673
GAMA-ALPHA,1 55084U 23001CD  25256.73165710  .00049723  00000+0  63077-3 0  9998,2 55084  97.3616 328.1814 0004368 329.3719  30.7282 15.59287561150511
KSF3-D,1 55085U 23001CE  25257.28700000  .00198423  00000+0  10522-2 0  9995,2 55085  97.3535 332.8544 0004505 256.7279 103.3486 15.79974623150877
