Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25180.52006057  .00006223  00000+0  20440-3 0  9991,2 55009  97.3683 240.3174 0005547 310.3610  49.7147 15.31917050138054
MENUT,1 55010U 23001B   25180.60708301  .00004338  00000+0  15128-3 0  9995,2 55010  97.3761 240.8473 0005967 312.5625  47.5111 15.30144559138058
BRO-8,1 55011U 23001C   25180.56301087  .00008691  00000+0  30003-3 0  9996,2 55011  97.3749 239.9610 0007021 318.3271  41.7434 15.30174714137982
CONNECTA T1.2,1 55012U 23001D   25180.16485150  .00006538  00000+0  19290-3 0  9990,2 55012  97.3769 243.3699 0006327 296.3570  63.7024 15.35316163138167
BIRKELAND,1 55015U 23001G   25180.56560097  .00004270  00000+0  13876-3 0  9996,2 55015  97.3807 243.6202 0006079 293.6857  66.3746 15.32446022138219
OBJECT H,1 55016U 23001H   25180.60788528  .00005562  00000+0  18453-3 0  9994,2 55016  97.3670 240.4946 0006378 300.8677  59.1937 15.31635508138086
KSF3-B,1 55019U 23001L   25180.54294123  .00016271  00000+0  27452-3 0  9991,2 55019  97.3718 251.8340 0006765 176.3503 183.7800 15.51709388138780
FLOCK 4Y-24,1 55020U 23001M   25180.19663261  .00025233  00000+0  31580-3 0  9992,2 55020  97.3707 253.7321 0004324 227.5664 132.5227 15.59779258138906
FLOCK 4Y-32,1 55021U 23001N   25180.20287767  .00756102  25811-3  16687-2 0  9995,2 55021  97.3502 256.0174 0010424 236.2320 123.7965 15.97971139139070
FLOCK 4Y-22,1 55022U 23001P   25180.45855375  .00021223  00000+0  29014-3 0  9996,2 55022  97.3630 253.5025 0004606 220.5983 139.4929 15.57455663138928
FLOCK 4Y-18,1 55023U 23001Q   25180.46138251  .00024839  00000+0  31584-3 0  9996,2 55023  97.3699 254.3048 0004222 235.2190 124.8670 15.59363326138944
FLOCK 4Y-14,1 55024U 23001R   25180.17869014  .00026230  00000+0  32579-3 0  9995,2 55024  97.3630 253.7528 0003773 220.1491 139.9488 15.59975646138907
FLOCK 4Y-30,1 55025U 23001S   25180.16305575  .00249821  00000+0  12867-2 0  9992,2 55025  97.3673 255.7452 0010326 218.5564 141.4967 15.80428703139000
FLOCK 4Y-25,1 55027U 23001U   25180.45830526  .00118105  00000+0  10575-2 0  9999,2 55027  97.3606 253.8829 0007427 210.2422 149.8411 15.67936730138964
FLOCK 4Y-5,1 55028U 23001V   25180.44804564  .00136071  00000+0  15076-2 0  9995,2 55028  97.3671 254.2263 0005253 236.2491 123.8267 15.62514693138958
FLOCK 4Y-10,1 55029U 23001W   25180.46156277  .00024955  00000+0  30613-3 0  9991,2 55029  97.3629 254.2192 0004777 214.2915 145.8034 15.60306912138957
FLOCK 4Y-17,1 55031U 23001Y   25180.15481765  .00835670  33358-3  16079-2 0  9992,2 55031  97.3509 255.6884 0010683 242.6496 117.3696 16.00427124139012
FLOCK 4Y-7,1 55032U 23001Z   25180.14048300  .00023904  00000+0  35739-3 0  9994,2 55032  97.3678 252.0664 0004911 229.3405 130.7423 15.54999053138790
LYNK TOWER 4,1 55034U 23001AB  25180.56524552  .00004490  00000+0  17279-3 0  9998,2 55034  97.3717 238.3508 0007798 297.5960  62.4487 15.26870323137909
UMBRA-05,1 55036U 23001AD  25180.46328794  .00025330  00000+0  62590-3 0  9991,2 55036  97.3687 238.0377 0006243 156.3822 203.7712 15.40453460137873
