Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25280.26327330  .00014851  00000+0  44823-3 0  9990,2 55009  97.3565 339.6161 0005426 313.4886  46.5906 15.34358494153336
MENUT,1 55010U 23001B   25280.29761854  .00035089  00000+0  10409-2 0  9996,2 55010  97.3636 340.0152 0004288 312.8676  47.2206 15.34731451153315
BRO-8,1 55011U 23001C   25280.26044186  .00024727  00000+0  75650-3 0  9993,2 55011  97.3628 339.1070 0006693 322.4674  37.6100 15.33812530153247
CONNECTA T1.2,1 55012U 23001D   25280.14000645  .00016233  00000+0  43771-3 0  9995,2 55012  97.3658 343.5403 0005973 296.1490  63.9140 15.37867389153515
BIRKELAND,1 55015U 23001G   25280.28856902  .00010231  00000+0  30983-3 0  9991,2 55015  97.3698 343.1146 0006000 298.1695  61.8942 15.34341664153497
OBJECT H,1 55016U 23001H   25280.30775230  .00014452  00000+0  44214-3 0  9990,2 55016  97.3552 339.6816 0006215 305.6532  54.4131 15.33929835153357
KSF3-B,1 55019U 23001L   25280.28954745  .00132665  00000+0  14377-2 0  9993,2 55019  97.3601 354.6918 0004235 192.8388 167.2764 15.63102273154291
FLOCK 4Y-7,1 55032U 23001Z   25280.19519516  .00764330  24270-3  23175-2 0  9996,2 55032  97.3465 356.4309 0008545 257.2752 102.7567 15.92048753154432
LYNK TOWER 4,1 55034U 23001AB  25280.13526542  .00009448  00000+0  34288-3 0  9990,2 55034  97.3600 336.7169 0007578 306.4216  53.6324 15.28510137153104
UMBRA-05,1 55036U 23001AD  25280.13620876  .00194195  00000+0  24301-2 0  9995,2 55036  97.3533 339.4011 0004137 191.6756 168.4405 15.59136305153287
SKYKRAFT-1,1 55041U 23001AJ  25280.30354455  .00030046  00000+0  63978-3 0  9995,2 55041  97.3579 345.9691 0005633 267.5908  92.4696 15.44884023153743
FLOCK 4Y-11,1 55043U 23001AL  25280.16730531  .00636325  00000+0  22566-2 0  9993,2 55043  97.3524 356.0969 0008679 250.5767 109.4567 15.87458823154372
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25280.26155661  .00014791  00000+0  55881-3 0  9995,2 55045  97.3652 341.9602 0006195 259.6177 100.4364 15.27075129153642
LYNK TOWER 3,1 55046U 23001AP  25280.17129317  .00012885  00000+0  45344-3 0  9990,2 55046  97.3603 337.3224 0007799 307.5888  52.4644 15.29432630153149
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25280.26196372  .00014532  00000+0  55120-3 0  9990,2 55047  97.3400 340.9389 0007665 216.7156 143.3559 15.26937530153712
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25280.28030641  .00014567  00000+0  51217-3 0  9990,2 55048  97.2272 334.8445 0004481 291.1776  68.8985 15.29449020153687
ICEYE-X21,1 55049U 23001AS  25280.25202694  .00050767  00000+0  91763-3 0  9999,2 55049  97.3630 348.3461 0014389 257.8667 102.0973 15.49430960153875
ION SCV-008,1 55051U 23001AU  25280.23189677  .00009323  00000+0  38340-3 0  9999,2 55051  97.5809   8.0203 0016497 178.1107 182.0195 15.24259757152743
EOSSAT-1,1 55053U 23001AW  25280.12938720  .00009743  00000+0  34573-3 0  9990,2 55053  97.3626 338.0756 0008504 304.8341  55.2099 15.29230107153183
SKYKRAFT-1A,1 55054U 23001AX  25280.10647314  .00006809  00000+0  26828-3 0  9999,2 55054  97.3616 336.3929 0009098 313.0502  46.9973 15.25877533153089
VIGORIDE-5,1 55056U 23001AZ  25280.15906824  .00036710  00000+0  88032-3 0  9999,2 55056  97.3594 341.6776 0002812 287.2939  72.8000 15.41302470153448
SKYKRAFT-1B,1 55058U 23001BB  25280.19110927  .00137086  00000+0  10888-2 0  9997,2 55058  97.3513 353.7301 0005140 235.5484 124.5294 15.70818455154254
ION SCV-007,1 55060U 23001BD  25280.16756123  .00000868  00000+0  12967-3 0  9999,2 55060  97.9374 342.7582 0013772  75.1440 285.1295 14.77191650148892
SKYKRAFT-1C,1 55061U 23001BE  25280.15871641  .00004781  00000+0  20727-3 0  9993,2 55061  97.3596 334.1898 0009905 325.5425  34.5168 15.22802520152948
ICEYE-X27,1 55062U 23001BF  25280.15720591  .00204331  00000+0  13220-2 0  9993,2 55062  97.3524 351.7360 0002888 243.4841 116.6128 15.75470688154092
NUSAT-32 (ALBANIA-1),1 55064U 23001BH  25280.27027647  .00081087  00000+0  99699-3 0  9996,2 55064  97.2163 342.8416 0004991 201.4304 158.6745 15.59987344154657
YAM-5,1 55076U 23001BV  25280.11359056  .00013554  00000+0  44085-3 0  9997,2 55076  97.3593 339.1913 0008712 301.1577  58.8810 15.31969737153271
OBJECT CA,1 55081U 23001CA  25280.28757212  .00099480  00000+0  86460-3 0  9992,2 55081  97.3530 354.2464 0004977 232.7229 127.3580 15.68747312154279
GAMA-ALPHA,1 55084U 23001CD  25280.19224120  .00085440  00000+0  92152-3 0  9998,2 55084  97.3579 352.5318 0005477 231.8019 128.2747 15.63376239154172
KSF3-D,1 55085U 23001CE  25279.38282193  .01401869  12719-2  17775-2 0  9990,2 55085  97.3483 356.7446 0009291 261.4363  98.5866 16.07688317154380
KSF3-A,1 55086U 23001CF  25280.29052181  .00140663  00000+0  15388-2 0  9991,2 55086  97.3608 354.8155 0004080 197.2699 162.8421 15.62833429154305
HUYGENS,1 55093U 23001CN  25280.28864633  .00010667  00000+0  32265-3 0  9995,2 55093  97.3618 342.6458 0009178 271.0744  88.9448 15.34343465153514
KUWAITSAT-1,1 55103U 23001CY  25280.16505917  .00017092  00000+0  46156-3 0  9994,2 55103  97.3620 343.6691 0009113 272.0057  88.0144 15.37785126153551
SHARJAHSAT-1,1 55104U 23001CZ  25280.27555470  .00020128  00000+0  53850-3 0  9999,2 55104  97.3575 341.9367 0005892 304.1579  55.9107 15.38064818153470
AAC-AIS-SAT1,1 55107U 23001DC  25280.30873153  .00006780  00000+0  72982-3 0  9992,2 55107  97.9477 350.9925 0010464  39.2943 320.9031 14.88767520140619
ASTROCAST-0402,1 55109U 23001DE  25280.19546621  .00010398  00000+0  44358-3 0  9994,2 55109  97.5710   5.5006 0006405  62.2865 297.9020 15.23091389105951
ASTROCAST-0401,1 55110U 23001DF  25280.21103546  .00009136  00000+0  38928-3 0  9998,2 55110  97.5700   5.5195 0009222  24.9734 335.1946 15.23153624152631
ASTROCAST-0403,1 55111U 23001DG  25280.22930208  .00010703  00000+0  45346-3 0  9997,2 55111  97.5759   5.8673 0006896 141.3237 218.8494 15.23315008105950
ASTROCAST-0404,1 55112U 23001DH  25280.24593706  .00008142  00000+0  34870-3 0  9992,2 55112  97.5791   6.2805 0008163 158.1621 201.9965 15.23025525105960
