Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25298.12889157  .00016730  00000+0  49453-3 0  9996,2 55009  97.3528 357.4249 0005590 232.8439 127.2294 15.34988522156072
MENUT,1 55010U 23001B   25298.15446204  .00038815  00000+0  10999-2 0  9993,2 55010  97.3592 357.8519 0004787 226.8563 133.2281 15.36145292156059
BRO-8,1 55011U 23001C   25298.19551337  .00029364  00000+0  86920-3 0  9999,2 55011  97.3589 356.9904 0006648 245.9680 114.0867 15.34823506155992
CONNECTA T1.2,1 55012U 23001D   25298.16005987  .00017495  00000+0  46185-3 0  9993,2 55012  97.3619   1.6217 0006833 216.5433 143.5346 15.38500743156285
BIRKELAND,1 55015U 23001G   25298.15537584  .00014852  00000+0  44184-3 0  9999,2 55015  97.3664   0.9543 0006658 219.5613 140.5145 15.34806087156235
OBJECT H,1 55016U 23001H   25298.17859218  .00017029  00000+0  51068-3 0  9991,2 55016  97.3514 357.4803 0006469 227.0647 133.0054 15.34523580156094
KSF3-B,1 55019U 23001L   25298.18460388  .00170200  00000+0  14793-2 0  9995,2 55019  97.3551  13.3892 0003980 137.9352 222.2216 15.68531838157095
LYNK TOWER 4,1 55034U 23001AB  25298.20136646  .00010889  00000+0  38977-3 0  9999,2 55034  97.3560 354.5715 0007830 228.6166 131.4401 15.28919131155867
UMBRA-05,1 55036U 23001AD  25298.12165183  .00322703  00000+0  27485-2 0  9992,2 55036  97.3469 358.1090 0001363 209.9728 150.1456 15.68573948156094
SKYKRAFT-1,1 55041U 23001AJ  25298.17354145  .00035671  00000+0  72640-3 0  9990,2 55041  97.3543   4.0805 0006517 195.8612 164.2434 15.46154623156504
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25298.16015706  .00014844  00000+0  59937-3 0  9993,2 55045  97.3668 359.6003 0007946 188.3007 171.8100 15.24843173156377
LYNK TOWER 3,1 55046U 23001AP  25298.16028888  .00015509  00000+0  53597-3 0  9994,2 55046  97.3564 355.1284 0007894 231.5851 128.4681 15.29982108155890
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25298.15664358  .00014780  00000+0  57531-3 0  9994,2 55047  97.3379 358.5207 0008823 155.9350 204.2303 15.26063659156447
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25298.20328076  .00016332  00000+0  56280-3 0  9990,2 55048  97.2232 352.2671 0005195 209.8490 150.2455 15.30076495156427
ICEYE-X21,1 55049U 23001AS  25298.19350366  .00060329  00000+0  10058-2 0  9993,2 55049  97.3595   6.6785 0014236 193.7559 166.3308 15.51679400156658
ION SCV-008,1 55051U 23001AU  25298.21716959  .00009653  00000+0  39221-3 0  9990,2 55051  97.5797  26.2099 0017491 118.0552 242.2456 15.24639188155489
EOSSAT-1,1 55053U 23001AW  25298.12166317  .00010294  00000+0  36077-3 0  9998,2 55053  97.3585 355.8827 0008721 228.4310 131.6183 15.29618787155933
SKYKRAFT-1A,1 55054U 23001AX  25298.13897558  .00006672  00000+0  26093-3 0  9990,2 55054  97.3579 354.1455 0008987 238.3246 121.7116 15.26140050155833
VIGORIDE-5,1 55056U 23001AZ  25298.13416574  .00026195  00000+0  60135-3 0  9994,2 55056  97.3556 359.8041 0003691 207.3746 152.7307 15.42682957156215
SKYKRAFT-1B,1 55058U 23001BB  25298.18664251  .00192231  00000+0  11706-2 0  9992,2 55058  97.3457  12.7320 0004503 191.1404 168.9763 15.76886012157082
ION SCV-007,1 55060U 23001BD  25298.11768220  .00000831  00000+0  12432-3 0  9991,2 55060  97.9345   0.4166 0012827  21.4125 338.7619 14.77225000151548
