Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25295.19527575  .00017305  00000+0  51308-3 0  9994,2 55009  97.3539 354.5000 0005419 245.4930 114.5748 15.34887617155629
MENUT,1 55010U 23001B   25295.15777969  .00040666  00000+0  11607-2 0  9999,2 55010  97.3605 354.8567 0004507 240.0453 120.0344 15.35910414155597
BRO-8,1 55011U 23001C   25295.19631762  .00028547  00000+0  84971-3 0  9993,2 55011  97.3601 353.9986 0006530 258.3084 101.7427 15.34655219155539
CONNECTA T1.2,1 55012U 23001D   25295.16808765  .00016975  00000+0  44976-3 0  9993,2 55012  97.3633 358.6190 0006527 228.8099 131.2583 15.38396718155821
BIRKELAND,1 55015U 23001G   25295.15622443  .00013725  00000+0  40966-3 0  9997,2 55015  97.3676 357.9594 0006423 232.0316 128.0347 15.34722419155778
OBJECT H,1 55016U 23001H   25295.17887628  .00016947  00000+0  50987-3 0  9991,2 55016  97.3526 354.4921 0006283 239.6471 120.4151 15.34424891155635
KSF3-B,1 55019U 23001L   25295.18521627  .00159754  00000+0  14466-2 0  9994,2 55019  97.3568  10.2453 0004051 146.8829 213.2686 15.67552490156625
LYNK TOWER 4,1 55034U 23001AB  25295.12524442  .00011871  00000+0  42555-3 0  9991,2 55034  97.3572 351.5315 0007660 241.4619 118.5850 15.28848668155398
UMBRA-05,1 55036U 23001AD  25295.12146851  .00317610  00000+0  29198-2 0  9994,2 55036  97.3490 354.9706 0001707 192.6856 167.4362 15.66695859155627
SKYKRAFT-1,1 55041U 23001AJ  25295.19626368  .00034733  00000+0  71257-3 0  9999,2 55041  97.3556   1.0612 0006335 206.8031 153.2892 15.45943979156041
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25295.20704449  .00015933  00000+0  64485-3 0  9998,2 55045  97.3678 356.6957 0007701 199.3538 160.7408 15.24750078155922
LYNK TOWER 3,1 55046U 23001AP  25295.15168432  .00014339  00000+0  49719-3 0  9991,2 55046  97.3576 352.1501 0007734 243.9809 116.0636 15.29892018155438
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25295.20588973  .00015477  00000+0  60395-3 0  9991,2 55047  97.3390 355.6245 0008595 165.8155 194.3326 15.25971190155999
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25295.19484468  .00016854  00000+0  58254-3 0  9995,2 55048  97.2243 349.3423 0004963 222.1281 137.9579 15.29973542155963
ICEYE-X21,1 55049U 23001AS  25295.16215109  .00067467  00000+0  11391-2 0  9993,2 55049  97.3606   3.5770 0014341 204.4790 155.5783 15.51292689156180
ION SCV-008,1 55051U 23001AU  25295.19807054  .00011305  00000+0  45960-3 0  9995,2 55051  97.5806  23.1557 0017368 128.0035 232.2774 15.24578094155025
EOSSAT-1,1 55053U 23001AW  25295.11237457  .00011494  00000+0  40325-3 0  9992,2 55053  97.3597 352.9043 0008546 241.0864 118.9519 15.29556936155471
SKYKRAFT-1A,1 55054U 23001AX  25295.12285245  .00007400  00000+0  28945-3 0  9998,2 55054  97.3590 351.1764 0008850 250.6568 109.3714 15.26097052155377
VIGORIDE-5,1 55056U 23001AZ  25295.15024823  .00035322  00000+0  81360-3 0  9990,2 55056  97.3564 356.7926 0003479 219.3709 140.7286 15.42521794155750
SKYKRAFT-1B,1 55058U 23001BB  25295.20300804  .00179554  00000+0  11497-2 0  9993,2 55058  97.3481   9.5701 0004744 197.8917 162.2182 15.75771162156613
ION SCV-007,1 55060U 23001BD  25295.13731498  .00000965  00000+0  14329-3 0  9992,2 55060  97.9352 357.4851 0013038  30.5900 329.6068 14.77219535151104
SKYKRAFT-1C,1 55061U 23001BE  25295.13995030  .00005244  00000+0  22599-3 0  9990,2 55061  97.3569 348.8648 0009317 264.6474  95.3700 15.22964571155223
ICEYE-X27,1 55062U 23001BF  25295.17518380  .00329411  00000+0  14559-2 0  9995,2 55062  97.3475   7.7260 0003994 225.4396 134.6548 15.83604825156468
NUSAT-32 (ALBANIA-1),1 55064U 23001BH  25295.20337860  .00097464  00000+0  10725-2 0  9994,2 55064  97.2127 358.0420 0005174 156.3690 203.7807 15.62821177156985
YAM-5,1 55076U 23001BV  25295.13459353  .00015047  00000+0  48233-3 0  9994,2 55076  97.3564 354.1138 0008803 238.3848 121.6535 15.32411224155570
OBJECT CA,1 55081U 23001CA  25295.19743485  .00137364  00000+0  10203-2 0  9990,2 55081  97.3505   9.9216 0004902 189.4576 170.6596 15.72420559156615
GAMA-ALPHA,1 55084U 23001CD  25295.15600823  .00104430  00000+0  99609-3 0  9993,2 55084  97.3557   8.1426 0005713 186.3719 173.7469 15.66423243156513
KSF3-A,1 55086U 23001CF  25295.18133284  .00224876  00000+0  18829-2 0  9991,2 55086  97.3572  10.3769 0000574 188.8019 171.3233 15.69286507156636
HUYGENS,1 55093U 23001CN  25295.15629382  .00013111  00000+0  39105-3 0  9994,2 55093  97.3595 357.4746 0010081 211.3421 148.7223 15.34726330155790
KUWAITSAT-1,1 55103U 23001CY  25295.12809475  .00025830  00000+0  67967-3 0  9994,2 55103  97.3593 358.6746 0009748 212.2168 147.8482 15.38495547155850
SHARJAHSAT-1,1 55104U 23001CZ  25295.17078192  .00023990  00000+0  62642-3 0  9994,2 55104  97.3547 356.8715 0006041 238.2866 121.7791 15.38776531155761
AAC-AIS-SAT1,1 55107U 23001DC  25295.16117336  .00008459  00000+0  90361-3 0  9992,2 55107  97.9460   5.8934 0009404 351.1630   8.9420 14.89010975142824
ASTROCAST-0402,1 55109U 23001DE  25295.17297106  .00011649  00000+0  49154-3 0  9998,2 55109  97.5702  20.6004 0005247  16.8187 343.3222 15.23439566108230
ASTROCAST-0401,1 55110U 23001DF  25295.18797426  .00010764  00000+0  45377-3 0  9991,2 55110  97.5690  20.6181 0008011 331.3825  28.6971 15.23477145154915
ASTROCAST-0403,1 55111U 23001DG  25295.20404906  .00015150  00000+0  63150-3 0  9996,2 55111  97.5749  20.9807 0007034  98.0455 262.1580 15.23779614108230
ASTROCAST-0404,1 55112U 23001DH  25295.22393008  .00009514  00000+0  40169-3 0  9991,2 55112  97.5783  21.3954 0008718 112.1213 248.0949 15.23455325108240
