Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25346.99223387  .00020959  00000+0  58302-3 0  9993,2 55009  97.3464  46.1886 0007882  70.5966 289.6130 15.36831275163577
MENUT,1 55010U 23001B   25346.94260735  .00048467  00000+0  11897-2 0  9999,2 55010  97.3514  46.7542 0007055  73.2763 286.9257 15.40511723163553
BRO-8,1 55011U 23001C   25346.98046979  .00034830  00000+0  93352-3 0  9992,2 55011  97.3522  45.7470 0008601  78.1992 282.0218 15.37877087163488
CONNECTA T1.2,1 55012U 23001D   25346.91233536  .00019264  00000+0  47880-3 0  9992,2 55012  97.3561  50.5963 0008499  61.0306 299.1792 15.40313677163781
BIRKELAND,1 55015U 23001G   25346.96657823  .00013708  00000+0  39077-3 0  9995,2 55015  97.3606  49.7277 0008576  62.6312 297.5804 15.36152473163722
OBJECT H,1 55016U 23001H   25346.99328848  .00019019  00000+0  53931-3 0  9997,2 55016  97.3451  46.1483 0008689  66.4497 293.7659 15.36245413163589
LYNK TOWER 4,1 55034U 23001AB  25346.74590553  .00011876  00000+0  40995-3 0  9993,2 55034  97.3495  42.5689 0010443  68.7489 291.4867 15.30059275163288
SKYKRAFT-1,1 55041U 23001AJ  25346.97442880  .00047710  00000+0  84173-3 0  9997,2 55041  97.3474  53.7016 0006641  38.9839 321.1890 15.50226166164054
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25346.95694007  .00018190  00000+0  69741-3 0  9993,2 55045  97.3606  47.6381 0008592  35.6109 324.5701 15.26524636163810
LYNK TOWER 3,1 55046U 23001AP  25346.72968132  .00017028  00000+0  55978-3 0  9998,2 55046  97.3497  43.2457 0010258  69.4287 290.8054 15.31558922163322
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25346.91575095  .00017949  00000+0  68433-3 0  9994,2 55047  97.3328  46.4210 0007337   2.2507 357.8763 15.26721148163880
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25346.96436039  .00022130  00000+0  72405-3 0  9996,2 55048  97.2166  39.7124 0006581  48.4890 311.6916 15.31685896163889
ICEYE-X21,1 55049U 23001AS  25347.02814803  .00093342  00000+0  11775-2 0  9999,2 55049  97.3551  56.9079 0011435   9.0327 351.1132 15.59201100164243
ION SCV-008,1 55051U 23001AU  25346.96493597  .00010177  00000+0  40151-3 0  9993,2 55051  97.5772  75.5585 0014793 311.9788  48.0188 15.25653090162915
EOSSAT-1,1 55053U 23001AW  25346.64452400  .00012101  00000+0  40910-3 0  9990,2 55053  97.3525  43.9267 0011425  68.1482 292.0973 15.30720505163352
SKYKRAFT-1A,1 55054U 23001AX  25346.71235280  .00008257  00000+0  31473-3 0  9995,2 55054  97.3518  41.9669 0011754  74.2007 286.0527 15.26889525163244
VIGORIDE-5,1 55056U 23001AZ  25346.98728610  .00034635  00000+0  70370-3 0  9998,2 55056  97.3489  49.2046 0005912  63.0183 297.1669 15.46231085163753
ION SCV-007,1 55060U 23001BD  25346.88572724  .00000908  00000+0  13491-3 0  9992,2 55060  97.9284  48.3694 0011619 212.5705 147.4790 14.77321060158749
SKYKRAFT-1C,1 55061U 23001BE  25346.90470578  .00005992  00000+0  25318-3 0  9999,2 55061  97.3494  39.5611 0012534  84.4828 275.7838 15.23541387163109
NUSAT-32 (ALBANIA-1),1 55064U 23001BH  25346.98159223  .00229388  00000+0  13518-2 0  9996,2 55064  97.2000  51.3150 0003016 311.7359  48.3649 15.77537811165106
YAM-5,1 55076U 23001BV  25346.69419852  .00015889  00000+0  48383-3 0  9992,2 55076  97.3486  45.3780 0011133  63.4812 296.7571 15.34014789163472
OBJECT CA,1 55081U 23001CA  25346.93179199  .00563326  13727-3  12718-2 0  9992,2 55081  97.3305  65.2044 0001011 346.4024  13.7226 15.97637169164797
GAMA-ALPHA,1 55084U 23001CD  25346.78352236  .00311284  00000+0  13501-2 0  9994,2 55084  97.3487  62.6959 0003404 322.6029  37.5003 15.84052836164634
HUYGENS,1 55093U 23001CN  25346.96665366  .00012995  00000+0  37031-3 0  9997,2 55093  97.3523  49.1849 0011223  41.4197 318.7896 15.36149735163740
KUWAITSAT-1,1 55103U 23001CY  25346.72818185  .00026239  00000+0  63405-3 0  9992,2 55103  97.3520  50.5135 0010666  39.8914 320.3115 15.41084528163793
SHARJAHSAT-1,1 55104U 23001CZ  25347.02029138  .00027083  00000+0  64815-3 0  9993,2 55104  97.3470  48.9510 0008000  64.4781 295.7292 15.41397388163748
AAC-AIS-SAT1,1 55107U 23001DC  25347.02413782  .00009601  00000+0  10018-2 0  9999,2 55107  97.9402  57.9493 0010110 166.5720 193.5768 14.89919432150542
ASTROCAST-0402,1 55109U 23001DE  25346.77724593  .00011479  00000+0  46559-3 0  9993,2 55109  97.5673  72.6848 0005745 163.6026 196.5399 15.24775882116097
ASTROCAST-0401,1 55110U 23001DF  25346.99138561  .00011837  00000+0  48185-3 0  9998,2 55110  97.5651  72.8904 0009618 136.3622 223.8378 15.24617440162808
ASTROCAST-0403,1 55111U 23001DG  25346.98411623  .00017895  00000+0  70576-3 0  9990,2 55111  97.5705  73.3248 0004253 272.0506  88.0245 15.25616626116129
ASTROCAST-0404,1 55112U 23001DH  25346.76518789  .00010711  00000+0  43559-3 0  9999,2 55112  97.5744  73.4663 0005990 299.9774  60.0868 15.24706451116091
