Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25329.40810674  .00017900  00000+0  50946-3 0  9999,2 55009  97.3480  28.6299 0007848 122.8087 237.3913 15.36149720160871
MENUT,1 55010U 23001B   25329.52474580  .00043348  00000+0  11235-2 0  9998,2 55010  97.3536  29.2652 0007177 122.6560 237.5379 15.38875019160871
BRO-8,1 55011U 23001C   25329.47060475  .00028457  00000+0  79222-3 0  9992,2 55011  97.3540  28.2269 0008533 133.1153 227.0807 15.36739574160796
CONNECTA T1.2,1 55012U 23001D   25329.17309909  .00017735  00000+0  45084-3 0  9994,2 55012  97.3576  32.7654 0009063 114.3825 245.8367 15.39638496161053
BIRKELAND,1 55015U 23001G   25329.50629242  .00012302  00000+0  35640-3 0  9991,2 55015  97.3621  32.2742 0008955 114.6069 245.6108 15.35668186161047
OBJECT H,1 55016U 23001H   25329.40278248  .00016398  00000+0  47491-3 0  9993,2 55016  97.3466  28.6012 0008789 119.3979 240.8143 15.35614226160884
KSF3-B,1 55019U 23001L   25329.45386367  .00758871  23611-3  24121-2 0  9993,2 55019  97.3433  46.6115 0006149 314.0114  46.0652 15.91158400162026
LYNK TOWER 4,1 55034U 23001AB  25329.15100763  .00010091  00000+0  35328-3 0  9991,2 55034  97.3511  25.1679 0010481 121.4722 238.7544 15.29643343160592
SKYKRAFT-1,1 55041U 23001AJ  25329.47248951  .00040832  00000+0  76101-3 0  9996,2 55041  97.3499  35.8755 0007246  92.5228 267.6852 15.48688538161345
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25329.51686462  .00016144  00000+0  63074-3 0  9992,2 55045  97.3622  30.4602 0009381  89.2940 270.9373 15.25916260161150
LYNK TOWER 3,1 55046U 23001AP  25329.15103524  .00015173  00000+0  50816-3 0  9997,2 55046  97.3514  25.8228 0010269 123.6390 236.5832 15.30983059160638
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25329.48847196  .00015345  00000+0  57846-3 0  9995,2 55047  97.3334  29.2933 0009171  60.3701 299.8450 15.27117863161225
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25329.51725914  .00018593  00000+0  61674-3 0  9995,2 55048  97.2181  22.7304 0007352 108.2381 251.9662 15.31272542161214
ICEYE-X21,1 55049U 23001AS  25329.49019890  .00073777  00000+0  10398-2 0  9993,2 55049  97.3563  38.8079 0011508  78.4178 281.8368 15.56301244161514
ION SCV-008,1 55051U 23001AU  25329.51648188  .00009231  00000+0  36823-3 0  9993,2 55051  97.5785  57.8875 0016178  15.1613 345.0106 15.25293242160257
EOSSAT-1,1 55053U 23001AW  25329.12272179  .00010738  00000+0  36782-3 0  9993,2 55053  97.3542  26.5736 0011549 121.3817 238.8555 15.30323079160671
SKYKRAFT-1A,1 55054U 23001AX  25329.40955816  .00006751  00000+0  25999-3 0  9999,2 55054  97.3531  24.9308 0011548 127.4723 232.7568 15.26620615160600
VIGORIDE-5,1 55056U 23001AZ  25329.44247487  .00037418  00000+0  79148-3 0  9992,2 55056  97.3498  31.4359 0006174 114.7251 245.4641 15.45031224161042
SKYKRAFT-1B,1 55058U 23001BB  25329.18307748  .00496520  10353-3  12113-2 0  9999,2 55058  97.3338  45.9884 0001085 305.8937  54.2238 15.96209684161995
ION SCV-007,1 55060U 23001BD  25329.41085160  .00000731  00000+0  11011-3 0  9995,2 55060  97.9303  31.1900 0010991 274.7229  85.2726 14.77286767156160
SKYKRAFT-1C,1 55061U 23001BE  25329.43299134  .00004996  00000+0  21286-3 0  9998,2 55061  97.3510  22.4509 0011977 138.5448 221.6700 15.23346255160443
NUSAT-32 (ALBANIA-1),1 55064U 23001BH  25329.50015919  .00145917  00000+0  11350-2 0  9995,2 55064  97.2041  33.2093 0002949  34.7977 325.3479 15.71305078162353
YAM-5,1 55076U 23001BV  25329.40484980  .00014498  00000+0  44936-3 0  9991,2 55076  97.3505  28.1795 0011334 117.8825 242.3567 15.33469973160826
OBJECT CA,1 55081U 23001CA  25329.31366420  .00253068  00000+0  10614-2 0  9998,2 55081  97.3406  46.1654 0001904  68.9587 291.1887 15.84908183161992
GAMA-ALPHA,1 55084U 23001CD  25329.17321433  .00175211  00000+0  11066-2 0  9995,2 55084  97.3503  43.9331 0002643  75.7124 284.4435 15.76106898161857
KSF3-A,1 55086U 23001CF  25329.47351736  .00582537  13573-3  18077-2 0  9994,2 55086  97.3459  46.8746 0004967 290.1101  69.9638 15.91618295162049
HUYGENS,1 55093U 23001CN  25329.50634471  .00012874  00000+0  37232-3 0  9990,2 55093  97.3538  31.7512 0012150  96.9279 263.3347 15.35678259161062
KUWAITSAT-1,1 55103U 23001CY  25329.12627882  .00024711  00000+0  61516-3 0  9993,2 55103  97.3538  32.8127 0011525  96.9921 263.2637 15.40182749161080
SHARJAHSAT-1,1 55104U 23001CZ  25329.42202209  .00022547  00000+0  55632-3 0  9996,2 55104  97.3487  31.2576 0008185 118.1674 242.0400 15.40506309161035
AAC-AIS-SAT1,1 55107U 23001DC  25329.49365164  .00008260  00000+0  86967-3 0  9997,2 55107  97.9416  40.3488 0008994 225.4115 134.6368 14.89605336147933
ASTROCAST-0402,1 55109U 23001DE  25329.18690169  .00011922  00000+0  49014-3 0  9992,2 55109  97.5677  54.9209 0004310 226.5380 133.5499 15.24317388113412
ASTROCAST-0401,1 55110U 23001DF  25329.20261981  .00009927  00000+0  40961-3 0  9997,2 55110  97.5662  54.9319 0008379 195.2278 164.8708 15.24222673160095
ASTROCAST-0403,1 55111U 23001DG  25329.20594837  .00016323  00000+0  65497-3 0  9996,2 55111  97.5718  55.3379 0005067 348.6141  11.4981 15.25056368113414
ASTROCAST-0404,1 55112U 23001DH  25329.50222295  .00009032  00000+0  37380-3 0  9995,2 55112  97.5759  56.0160 0006990   7.0150 353.1184 15.24159543113462
