Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25236.93822273  .00009292  00000+0  29404-3 0  9992,2 55009  97.3634 296.4658 0008570 102.4228 257.7974 15.32952483146691
MENUT,1 55010U 23001B   25236.95790429  .00022264  00000+0  72853-3 0  9993,2 55010  97.3710 296.8410 0008271 108.0141 252.2002 15.31669991146670
BRO-8,1 55011U 23001C   25236.90783355  .00014204  00000+0  46658-3 0  9998,2 55011  97.3700 295.9545 0009897 111.4969 248.7329 15.31628458146608
CONNECTA T1.2,1 55012U 23001D   25236.13173166  .00009539  00000+0  27052-3 0  9999,2 55012  97.3725 299.4251 0009779  94.9993 265.2368 15.36403157146755
BIRKELAND,1 55015U 23001G   25236.96873031  .00007187  00000+0  22586-3 0  9995,2 55015  97.3762 299.8824 0009341  91.8853 268.3459 15.33251364146859
OBJECT H,1 55016U 23001H   25236.90679914  .00008763  00000+0  28030-3 0  9995,2 55016  97.3620 296.4881 0009507  96.9920 263.2404 15.32614976146703
KSF3-B,1 55019U 23001L   25236.95352197  .00056432  00000+0  80935-3 0  9992,2 55019  97.3675 309.8514 0003698   5.6856 354.4440 15.55964071147543
FLOCK 4Y-24,1 55020U 23001M   25236.74863773  .00240731  00000+0  15193-2 0  9998,2 55020  97.3612 312.9250 0003483 247.0275 113.0623 15.75940698147753
FLOCK 4Y-22,1 55022U 23001P   25236.94007036  .00155803  00000+0  14327-2 0  9997,2 55022  97.3558 312.1189 0001736 312.0816  48.0297 15.67188024147730
FLOCK 4Y-18,1 55023U 23001Q   25236.77002574  .00244028  00000+0  15829-2 0  9997,2 55023  97.3612 313.2099 0002720 225.4216 134.6828 15.75300697147754
FLOCK 4Y-14,1 55024U 23001R   25236.76851523  .00259870  00000+0  15655-2 0  9991,2 55024  97.3548 312.9907 0003628 234.1669 125.9260 15.76952760147763
FLOCK 4Y-25,1 55027U 23001U   25235.84290489  .08224543  24609-5  14567-2 0  9995,2 55027  97.3266 313.1980 0012905 268.5086  91.4731 16.32489241147727
FLOCK 4Y-10,1 55029U 23001W   25236.77125165  .00255629  00000+0  14556-2 0  9990,2 55029  97.3525 313.2148 0003806 268.0604  92.0226 15.78240104147778
FLOCK 4Y-7,1 55032U 23001Z   25236.74027673  .00114960  00000+0  12738-2 0  9998,2 55032  97.3613 310.5610 0001914  19.9523 340.1809 15.62595025147609
LYNK TOWER 4,1 55034U 23001AB  25236.71703864  .00006018  00000+0  22560-3 0  9999,2 55034  97.3669 293.8194 0011192  96.2220 264.0294 15.27565090146479
UMBRA-05,1 55036U 23001AD  25236.74072379  .00059568  00000+0  11823-2 0  9991,2 55036  97.3627 294.9819 0002258 287.2049  72.8953 15.46804276146554
SKYKRAFT-1,1 55041U 23001AJ  25236.93074306  .00017714  00000+0  41291-3 0  9990,2 55041  97.3649 302.1146 0008451  76.3757 283.8431 15.42274425147057
FLOCK 4Y-33,1 55042U 23001AK  25236.76869375  .00226154  00000+0  15841-2 0  9991,2 55042  97.3638 312.6957 0002740 250.8652 109.2316 15.73558734147741
FLOCK 4Y-11,1 55043U 23001AL  25236.78403645  .00105857  00000+0  12311-2 0  9993,2 55043  97.3658 310.4060 0003432  48.2871 311.8680 15.61365648147568
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25236.93431644  .00009733  00000+0  37031-3 0  9995,2 55045  97.3695 299.2193 0009101  65.1579 295.0605 15.26927825147038
LYNK TOWER 3,1 55046U 23001AP  25236.90597459  .00008571  00000+0  31389-3 0  9999,2 55046  97.3672 294.5236 0011161  97.2666 262.9843 15.28208853146538
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25236.95477134  .00009468  00000+0  35043-3 0  9999,2 55047  97.3439 298.3211 0008807  30.4520 329.7229 15.27849149147108
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25236.94707238  .00009295  00000+0  34206-3 0  9998,2 55048  97.2343 292.7543 0007910  87.3557 272.8588 15.28045768147060
ICEYE-X21,1 55049U 23001AS  25236.91716593  .00020059  00000+0  42177-3 0  9997,2 55049  97.3691 304.2646 0015865  61.9557 298.3294 15.45215314147171
ION SCV-008,1 55051U 23001AU  25236.82584586  .00004774  00000+0  20288-3 0  9990,2 55051  97.5827 324.1567 0015877 339.2029  20.8559 15.23439655146137
EOSSAT-1,1 55053U 23001AW  25236.73249677  .00005414  00000+0  19852-3 0  9998,2 55053  97.3694 295.1363 0012170  94.7263 265.5367 15.28334905146554
SKYKRAFT-1A,1 55054U 23001AX  25236.88133609  .00004108  00000+0  16580-3 0  9996,2 55054  97.3684 293.8353 0012321  99.2958 260.9674 15.25282072146494
VIGORIDE-5,1 55056U 23001AZ  25236.68092745  .00012954  00000+0  34365-3 0  9990,2 55056  97.3661 297.9547 0008991  78.4205 281.8049 15.38399636146759
SKYKRAFT-1B,1 55058U 23001BB  25236.72597753  .00054287  00000+0  63128-3 0  9990,2 55058  97.3588 308.3457 0004562  63.3859 296.7866 15.61553367147453
ION SCV-007,1 55060U 23001BD  25236.74670393  .00000402  00000+0  64153-4 0  9997,2 55060  97.9441 300.0190 0011782 207.5328 152.5259 14.77110464142484
SKYKRAFT-1C,1 55061U 23001BE  25236.71713347  .00002836  00000+0  12569-3 0  9998,2 55061  97.3668 291.6246 0012799 108.9711 251.2914 15.22353286146331
ICEYE-X27,1 55062U 23001BF  25236.76006071  .00068626  00000+0  76364-3 0  9995,2 55062  97.3614 306.2443 0004357 132.4427 227.7201 15.62639991147299
FLOCK 4Y-20,1 55063U 23001BG  25236.76607708  .00340457  00000+0  17149-2 0  9990,2 55063  97.3623 313.2358 0007099 240.8012 119.2546 15.80725866147747
NUSAT-32 (ALBANIA-1),1 55064U 23001BH  25236.94605807  .00035688  00000+0  54739-3 0  9993,2 55064  97.2246 299.0031 0004689  33.9210 326.2343 15.54217165147913
FLOCK 4Y-12,1 55065U 23001BJ  25236.74805924  .00210228  00000+0  14976-2 0  9997,2 55065  97.3597 313.1334 0001919 234.5864 125.5221 15.73207993147740
FLOCK 4Y-15,1 55068U 23001BM  25236.72127611  .00249144  00000+0  15100-2 0  9997,2 55068  97.3520 312.7086 0001597 256.8500 103.2587 15.76847954147775
FLOCK 4Y-2,1 55074U 23001BT  25236.76112899  .00214071  00000+0  15045-2 0  9999,2 55074  97.3577 313.0183 0001237 260.5696  99.5428 15.73515812147756
YAM-5,1 55076U 23001BV  25236.92062014  .00008034  00000+0  27193-3 0  9990,2 55076  97.3657 296.3050 0012142  92.9941 267.2690 15.30791745146668
FLOCK 4Y-21,1 55077U 23001BW  25236.93565960  .00255939  00000+0  16502-2 0  9999,2 55077  97.3591 313.5308 0002491 262.8699  97.2283 15.75407332147797
OBJECT CA,1 55081U 23001CA  25236.92411432  .00054642  00000+0  64169-3 0  9998,2 55081  97.3607 309.0209 0005782  59.3237 300.8590 15.61288006147494
GAMA-ALPHA,1 55084U 23001CD  25236.69356584  .00038622  00000+0  53883-3 0  9992,2 55084  97.3659 307.4666 0006490  60.4723 299.7179 15.56779686147394
KSF3-D,1 55085U 23001CE  25236.96255652  .00135067  00000+0  10516-2 0  9993,2 55085  97.3597 311.3097 0000596 111.0103 249.1224 15.71316648147677
KSF3-A,1 55086U 23001CF  25236.95278112  .00028327  00000+0  40807-3 0  9996,2 55086  97.3681 309.9756 0003141  44.9448 315.2060 15.55989211147556
HUYGENS,1 55093U 23001CN  25236.96881541  .00007366  00000+0  23116-3 0  9995,2 55093  97.3684 299.4597 0012496  72.3357 287.9249 15.33253307146874
KUWAITSAT-1,1 55103U 23001CY  25236.73499112  .00011009  00000+0  31593-3 0  9998,2 55103  97.3688 300.1729 0012385  74.5009 285.7602 15.35958529146882
SHARJAHSAT-1,1 55104U 23001CZ  25236.91831860  .00011520  00000+0  32759-3 0  9992,2 55104  97.3646 298.5199 0009152  97.6596 262.5688 15.36270253146815
AAC-AIS-SAT1,1 55107U 23001DC  25236.94658219  .00004665  00000+0  51289-3 0  9994,2 55107  97.9529 307.5017 0010720 168.3256 191.8211 14.88073597134165
ASTROCAST-0402,1 55109U 23001DE  25236.22869740  .00005743  00000+0  25348-3 0  9995,2 55109  97.5735 321.2109 0005336 188.6416 171.4729 15.22150613 99260
ASTROCAST-0401,1 55110U 23001DF  25236.77150955  .00006665  00000+0  29321-3 0  9997,2 55110  97.5730 321.7620 0009702 160.9583 199.2018 15.22169174146027
ASTROCAST-0403,1 55111U 23001DG  25236.79132577  .00004881  00000+0  21584-3 0  9991,2 55111  97.5784 322.0741 0004806 305.9568  54.1221 15.22167482 99346
ASTROCAST-0404,1 55112U 23001DH  25236.80523508  .00004282  00000+0  18986-3 0  9999,2 55112  97.5815 322.4735 0006406 327.3641  32.7198 15.22144555 99359
