Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25340.87127236  .00021406  00000+0  60010-3 0  9997,2 55009  97.3465  40.0753 0008022  88.7042 271.5121 15.36584161162632
MENUT,1 55010U 23001B   25340.90051435  .00050248  00000+0  12572-2 0  9995,2 55010  97.3518  40.6833 0007307  90.1381 270.0702 15.39917949162621
BRO-8,1 55011U 23001C   25340.86331088  .00034046  00000+0  92514-3 0  9999,2 55011  97.3525  39.6237 0008674  97.0028 263.2203 15.37454758162541
CONNECTA T1.2,1 55012U 23001D   25340.74025391  .00022234  00000+0  55633-3 0  9991,2 55012  97.3565  44.3916 0008850  79.7508 280.4736 15.40077605162839
BIRKELAND,1 55015U 23001G   25340.90822695  .00014608  00000+0  41839-3 0  9993,2 55015  97.3610  43.6712 0008926  80.6532 279.5721 15.35986879162795
OBJECT H,1 55016U 23001H   25340.87003951  .00019802  00000+0  56536-3 0  9997,2 55016  97.3453  40.0391 0008870  84.8129 275.4127 15.36020395162643
LYNK TOWER 4,1 55034U 23001AB  25340.72887791  .00013297  00000+0  46068-3 0  9994,2 55034  97.3500  36.6181 0010600  86.6155 273.6298 15.29910053162366
SKYKRAFT-1,1 55041U 23001AJ  25340.90567606  .00046459  00000+0  83618-3 0  9990,2 55041  97.3485  47.5169 0006915  57.5940 302.5980 15.49662235163118
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25340.86029315  .00019108  00000+0  73720-3 0  9993,2 55045  97.3610  41.6323 0008974  54.4653 305.7421 15.26302225162886
LYNK TOWER 3,1 55046U 23001AP  25340.84911645  .00017998  00000+0  59513-3 0  9997,2 55046  97.3502  37.4167 0010340  87.4025 272.8400 15.31358051162420
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25340.88852696  .00018248  00000+0  67942-3 0  9996,2 55047  97.3321  40.4977 0008359  24.0826 336.0803 15.27497300162961
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25340.88814997  .00022031  00000+0  72657-3 0  9993,2 55048  97.2165  33.7971 0006960  66.4397 293.7575 15.31427411162950
ICEYE-X21,1 55049U 23001AS  25340.92903018  .00092306  00000+0  12132-2 0  9995,2 55049  97.3556  50.6051 0011278  32.6941 327.5011 15.58115611163295
ION SCV-008,1 55051U 23001AU  25340.93061701  .00011586  00000+0  45829-3 0  9994,2 55051  97.5785  69.4467 0015230 334.2135  25.8342 15.25522842161993
EOSSAT-1,1 55053U 23001AW  25340.89161909  .00012063  00000+0  40951-3 0  9994,2 55053  97.3529  38.2290 0011566  85.5712 274.6850 15.30585207162474
SKYKRAFT-1A,1 55054U 23001AX  25340.87957086  .00008176  00000+0  31252-3 0  9996,2 55054  97.3518  36.2242 0011843  92.0173 268.2423 15.26795590162355
VIGORIDE-5,1 55056U 23001AZ  25340.90318271  .00035618  00000+0  73354-3 0  9999,2 55056  97.3489  43.0400 0006196  80.1450 280.0499 15.45827322162813
SKYKRAFT-1B,1 55058U 23001BB  25340.84915367  .01587694  21722-2  11986-2 0  9999,2 55058  97.3257  58.8381 0004415 294.2302  65.8523 16.15825948163869
ION SCV-007,1 55060U 23001BD  25340.92535117  .00001119  00000+0  16464-3 0  9994,2 55060  97.9289  42.5101 0011299 233.4192 126.5980 14.77308912157861
