Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25322.30730010  .00016795  00000+0  48169-3 0  9991,2 55009  97.3504  21.5430 0007460 144.4138 215.7604 15.35926155159783
MENUT,1 55010U 23001B   25322.56583784  .00038458  00000+0  10151-2 0  9994,2 55010  97.3563  22.2875 0006862 143.1309 217.0409 15.38341451159806
BRO-8,1 55011U 23001C   25322.50243273  .00027344  00000+0  77045-3 0  9993,2 55011  97.3564  21.2613 0008164 155.4641 204.6994 15.36374906159720
CONNECTA T1.2,1 55012U 23001D   25322.47839455  .00016205  00000+0  41503-3 0  9997,2 55012  97.3598  26.0395 0008787 134.4603 225.7363 15.39432557160023
BIRKELAND,1 55015U 23001G   25322.46859001  .00011577  00000+0  33726-3 0  9993,2 55015  97.3643  25.2416 0008657 135.4582 224.7358 15.35514605159960
OBJECT H,1 55016U 23001H   25322.29953861  .00016199  00000+0  47234-3 0  9998,2 55016  97.3491  21.5187 0008394 141.6192 218.5650 15.35405910159795
KSF3-B,1 55019U 23001L   25322.01363748  .00485642  00000+0  21136-2 0  9995,2 55019  97.3481  38.6025 0004630 335.0685  25.0360 15.83548171160849
LYNK TOWER 4,1 55034U 23001AB  25322.15108573  .00009880  00000+0  34738-3 0  9999,2 55034  97.3538  18.2470 0010072 143.1719 217.0215 15.29510658159524
UMBRA-05,1 55036U 23001AD  25322.21554961  .06322724  24141-5  28195-2 0  9992,2 55036  97.3276  23.8506 0009053 248.7700 111.2623 16.22186616159903
SKYKRAFT-1,1 55041U 23001AJ  25322.49311873  .00037810  00000+0  71731-3 0  9991,2 55041  97.3519  28.7766 0007450 114.2505 245.9524 15.48191884160266
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25322.56528940  .00014665  00000+0  57669-3 0  9995,2 55045  97.3643  23.6159 0009375 109.9229 250.3020 15.25721377160093
LYNK TOWER 3,1 55046U 23001AP  25322.15709814  .00013449  00000+0  45354-3 0  9999,2 55046  97.3543  18.8937 0009794 145.5334 214.6544 15.30793137159564
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25322.47684017  .00014559  00000+0  55216-3 0  9993,2 55047  97.3356  22.4042 0009439  81.3816 278.8492 15.26925130160159
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25322.52452331  .00017690  00000+0  59126-3 0  9995,2 55048  97.2203  15.9248 0007091 128.2771 231.9110 15.31039065160143
ICEYE-X21,1 55049U 23001AS  25322.47966795  .00091843  00000+0  13366-2 0  9991,2 55049  97.3585  31.5914 0011990 105.0391 255.2191 15.55354029160421
ION SCV-008,1 55051U 23001AU  25322.23425382  .00007854  00000+0  31486-3 0  9993,2 55051  97.5803  50.5145 0016830  39.5851 320.6612 15.25170841159143
EOSSAT-1,1 55053U 23001AW  25322.12590709  .00009841  00000+0  33877-3 0  9993,2 55053  97.3564  19.6459 0011020 143.1113 217.0887 15.30192503159609
SKYKRAFT-1A,1 55054U 23001AX  25322.13368348  .00006319  00000+0  24426-3 0  9994,2 55054  97.3554  17.7680 0011022 150.6990 209.4869 15.26527656159490
VIGORIDE-5,1 55056U 23001AZ  25322.18746590  .00036591  00000+0  78778-3 0  9994,2 55056  97.3523  24.0964 0005932 135.9786 224.1936 15.44515902159924
SKYKRAFT-1B,1 55058U 23001BB  25322.21155448  .00379182  55891-4  12322-2 0  9997,2 55058  97.3412  38.4234 0000263 338.5534  21.5729 15.90726508160889
ION SCV-007,1 55060U 23001BD  25322.16341997  .00000824  00000+0  12337-3 0  9998,2 55060  97.9317  24.0641 0011195 300.9411  59.0698 14.77274613155095
SKYKRAFT-1C,1 55061U 23001BE  25322.14155113  .00004607  00000+0  19694-3 0  9996,2 55061  97.3531  15.3105 0011336 162.3593 197.8039 15.23278946159330
NUSAT-32 (ALBANIA-1),1 55064U 23001BH  25322.49080215  .00127747  00000+0  10713-2 0  9990,2 55064  97.2073  25.9872 0003375  62.9088 297.2518 15.69539353161252
YAM-5,1 55076U 23001BV  25322.16121671  .00013002  00000+0  40575-3 0  9997,2 55076  97.3529  20.9765 0010892 140.9932 219.2098 15.33281997159719
OBJECT CA,1 55081U 23001CA  25322.36176907  .00197285  00000+0  95574-3 0  9992,2 55081  97.3443  38.7253 0002256  95.2654 264.8872 15.81966603160891
GAMA-ALPHA,1 55084U 23001CD  25322.18435280  .00145249  00000+0  10104-2 0  9995,2 55084  97.3530  36.5365 0003517 103.7094 256.4562 15.73949198160754
KSF3-A,1 55086U 23001CF  25322.54448150  .00290943  00000+0  11578-2 0  9995,2 55086  97.3492  39.3965 0003727 294.1118  65.9763 15.85912600160943
HUYGENS,1 55093U 23001CN  25322.33831580  .00012745  00000+0  37063-3 0  9993,2 55093  97.3561  24.5964 0012110 118.8071 241.4390 15.35507759159966
KUWAITSAT-1,1 55103U 23001CY  25322.17382933  .00019057  00000+0  48003-3 0  9999,2 55103  97.3565  25.8264 0011405 118.7964 241.4429 15.39877655160015
SHARJAHSAT-1,1 55104U 23001CZ  25322.27614297  .00022975  00000+0  57249-3 0  9997,2 55104  97.3511  24.0783 0007833 140.2501 219.9321 15.40206083159934
AAC-AIS-SAT1,1 55107U 23001DC  25322.50740029  .00007290  00000+0  77030-3 0  9992,2 55107  97.9436  33.3362 0008768 251.2883 108.7382 14.89508125146896
ASTROCAST-0402,1 55109U 23001DE  25322.22818568  .00010866  00000+0  44896-3 0  9994,2 55109  97.5694  47.8958 0003937 258.2742 101.8053 15.24173169112354
ASTROCAST-0401,1 55110U 23001DF  25322.24351638  .00010196  00000+0  42222-3 0  9995,2 55110  97.5682  47.9090 0007807 221.6672 138.3971 15.24097675159034
ASTROCAST-0403,1 55111U 23001DG  25322.18483821  .00015919  00000+0  64288-3 0  9993,2 55111  97.5737  48.2382 0005728  12.9753 347.1631 15.24841956112340
ASTROCAST-0404,1 55112U 23001DH  25322.21457477  .00008940  00000+0  37129-3 0  9996,2 55112  97.5775  48.6527 0007682  30.8676 329.3011 15.24038664112351
