Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25335.40061074  .00016893  00000+0  47792-3 0  9993,2 55009  97.3486  34.6125 0008041 104.8976 255.3159 15.36347432161799
MENUT,1 55010U 23001B   25335.50609095  .00042072  00000+0  10735-2 0  9991,2 55010  97.3541  35.2673 0007363 105.5954 254.6105 15.39359508161791
BRO-8,1 55011U 23001C   25335.52566100  .00027814  00000+0  76620-3 0  9996,2 55011  97.3546  34.2831 0008691 114.0794 246.1361 15.37071971161720
CONNECTA T1.2,1 55012U 23001D   25335.41195809  .00016829  00000+0  42502-3 0  9995,2 55012  97.3582  39.0354 0009048  95.8192 264.4086 15.39848812162017
BIRKELAND,1 55015U 23001G   25335.50072713  .00011523  00000+0  33238-3 0  9998,2 55015  97.3628  38.2657 0009016  96.8244 263.4026 15.35821016161961
OBJECT H,1 55016U 23001H   25335.52770896  .00015917  00000+0  45827-3 0  9996,2 55016  97.3472  34.7101 0008939 100.9259 259.2991 15.35803416161823
KSF3-B,1 55019U 23001L   25334.66183006  .00774538  27609-3  16228-2 0  9995,2 55019  97.3396  52.2804 0007266 299.5223  60.5329 15.98966109162854
LYNK TOWER 4,1 55034U 23001AB  25335.10371462  .00009702  00000+0  33853-3 0  9997,2 55034  97.3518  31.0549 0010628 103.5602 256.6823 15.29762088161501
SKYKRAFT-1,1 55041U 23001AJ  25335.48063410  .00039553  00000+0  72586-3 0  9990,2 55041  97.3506  41.9909 0007079  74.2027 286.0004 15.49139812162275
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25335.48398887  .00014805  00000+0  57576-3 0  9998,2 55045  97.3627  36.3366 0009241  71.1921 289.0319 15.26090332162067
LYNK TOWER 3,1 55046U 23001AP  25335.42521471  .00014235  00000+0  47437-3 0  9992,2 55046  97.3519  32.0407 0010385 103.9368 256.3029 15.31157572161595
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25335.51643226  .00014993  00000+0  56239-3 0  9997,2 55047  97.3340  35.2174 0008751  41.3548 318.8352 15.27289341162143
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25335.46439809  .00018086  00000+0  60177-3 0  9995,2 55048  97.2186  28.5182 0007133  81.4784 278.7265 15.31179369162123
ICEYE-X21,1 55049U 23001AS  25335.46827509  .00075305  00000+0  10301-2 0  9994,2 55049  97.3572  44.9698 0011283  54.8310 305.4001 15.57103849162447
ION SCV-008,1 55051U 23001AU  25335.22375757  .00007875  00000+0  31380-3 0  9992,2 55051  97.5785  63.6663 0015690 354.8751   5.2323 15.25389409161125
EOSSAT-1,1 55053U 23001AW  25335.13818011  .00008852  00000+0  30269-3 0  9990,2 55053  97.3546  32.5307 0011623 103.0323 257.2216 15.30438125161598
SKYKRAFT-1A,1 55054U 23001AX  25335.43966880  .00006910  00000+0  26539-3 0  9990,2 55054  97.3536  30.8682 0011782 108.7563 251.4956 15.26699951161520
VIGORIDE-5,1 55056U 23001AZ  25335.20592182  .00033220  00000+0  69425-3 0  9992,2 55056  97.3505  37.2696 0006138  97.2216 262.9731 15.45411804161933
SKYKRAFT-1B,1 55058U 23001BB  25335.18862816  .00735513  26470-3  11974-2 0  9997,2 55058  97.3329  52.5607 0002857 303.1924  56.9082 16.03398065162951
ION SCV-007,1 55060U 23001BD  25335.43905049  .00000729  00000+0  10983-3 0  9995,2 55060  97.9299  37.1167 0011109 253.0551 106.9442 14.77296222157057
SKYKRAFT-1C,1 55061U 23001BE  25335.41041110  .00004689  00000+0  19961-3 0  9998,2 55061  97.3514  28.3051 0012289 119.7261 240.5201 15.23403070161351
NUSAT-32 (ALBANIA-1),1 55064U 23001BH  25335.48321733  .00161106  00000+0  11634-2 0  9996,2 55064  97.2043  39.3891 0002738   6.0004 354.1293 15.73029063163294
YAM-5,1 55076U 23001BV  25335.40788644  .00013543  00000+0  41783-3 0  9999,2 55076  97.3512  34.1504 0011415  98.8797 261.3738 15.33631423161749
OBJECT CA,1 55081U 23001CA  25335.49505398  .00307326  00000+0  10966-2 0  9990,2 55081  97.3391  52.8103 0001490  46.8449 313.2947 15.88125883162974
GAMA-ALPHA,1 55084U 23001CD  25335.45433988  .00191822  00000+0  10955-2 0  9994,2 55084  97.3512  50.6013 0002112  26.8503 333.2872 15.78347883162849
KSF3-A,1 55086U 23001CF  25335.49639025  .00729305  24189-3  15394-2 0  9993,2 55086  97.3402  53.4324 0005812 302.2970  57.7744 15.98843253163003
HUYGENS,1 55093U 23001CN  25335.43564461  .00012640  00000+0  36398-3 0  9993,2 55093  97.3544  37.6708 0011973  78.4470 281.8118 15.35820156161977
KUWAITSAT-1,1 55103U 23001CY  25335.42775117  .00020170  00000+0  49837-3 0  9995,2 55103  97.3544  39.1479 0011332  76.7078 283.5432 15.40454035162058
SHARJAHSAT-1,1 55104U 23001CZ  25335.52736919  .00022438  00000+0  54888-3 0  9995,2 55104  97.3493  37.3942 0008245  99.7457 260.4721 15.40769240161974
AAC-AIS-SAT1,1 55107U 23001DC  25335.47189639  .00007663  00000+0  80566-3 0  9998,2 55107  97.9418  46.3505 0009452 205.1434 154.9324 14.89688308148826
ASTROCAST-0402,1 55109U 23001DE  25335.22599035  .00011237  00000+0  46036-3 0  9994,2 55109  97.5681  61.0189 0004810 203.1821 156.9199 15.24449369114332
ASTROCAST-0401,1 55110U 23001DF  25335.24212368  .00010051  00000+0  41321-3 0  9994,2 55110  97.5669  61.0289 0008809 174.3315 185.8023 15.24336584161018
ASTROCAST-0403,1 55111U 23001DG  25335.24205461  .00014257  00000+0  56996-3 0  9997,2 55111  97.5728  61.4439 0004674 324.3704  35.7221 15.25212852114339
ASTROCAST-0404,1 55112U 23001DH  25335.21354939  .00024798  00000+0  10121-2 0  9990,2 55112  97.5761  61.7877 0006683 345.5362  14.5683 15.24385594114333
