Satellite Name,TLE Line 1,TLE Line 2
STAR VIBE,1 55009U 23001A   25245.29291368  .00022951  00000+0  71571-3 0  9995,2 55009  97.3624 304.7830 0008343  78.2464 281.9714 15.33206831147978
MENUT,1 55010U 23001B   25245.25352352  .00052735  00000+0  16868-2 0  9994,2 55010  97.3701 305.0932 0007676  83.7649 276.4468 15.32214901147945
BRO-8,1 55011U 23001C   25245.26941811  .00039501  00000+0  12736-2 0  9996,2 55011  97.3691 304.2702 0009548  86.1692 274.0642 15.32014562147887
CONNECTA T1.2,1 55012U 23001D   25244.92351978  .00019707  00000+0  55116-3 0  9994,2 55012  97.3713 308.2343 0009285  69.3952 290.8288 15.36664766148107
BIRKELAND,1 55015U 23001G   25245.06094138  .00017156  00000+0  53220-3 0  9995,2 55015  97.3751 307.9552 0009000  67.8163 292.4034 15.33428472148096
OBJECT H,1 55016U 23001H   25245.26335847  .00021941  00000+0  69186-3 0  9998,2 55016  97.3612 304.8015 0009106  71.7214 288.5018 15.32854890147982
KSF3-B,1 55019U 23001L   25245.24722767  .00064335  00000+0  89320-3 0  9996,2 55019  97.3660 318.4077 0003233 323.7463  36.3573 15.56814954148831
FLOCK 4Y-24,1 55020U 23001M   25244.73573277  .00510352  00000+0  23894-2 0  9999,2 55020  97.3573 321.4334 0005446 259.0354 101.0303 15.81907844149015
FLOCK 4Y-22,1 55022U 23001P   25244.78569228  .00265290  00000+0  20830-2 0  9992,2 55022  97.3530 320.3511 0004020 285.0509  75.0308 15.70723364148962
FLOCK 4Y-18,1 55023U 23001Q   25244.95063420  .00540154  00000+0  26005-2 0  9990,2 55023  97.3575 321.9134 0004692 254.5303 105.5448 15.81226082149049
FLOCK 4Y-14,1 55024U 23001R   25244.93913833  .00584445  00000+0  25160-2 0  9993,2 55024  97.3500 321.7024 0005318 259.6877 100.3793 15.83536873149053
FLOCK 4Y-10,1 55029U 23001W   25245.18792021  .00723890  00000+0  28403-2 0  9992,2 55029  97.3482 322.2029 0006489 263.5268  96.5263 15.85164769149103
FLOCK 4Y-7,1 55032U 23001Z   25244.93043456  .00227009  00000+0  22184-2 0  9990,2 55032  97.3593 319.0991 0003055 310.9493  49.1502 15.65439491148884
LYNK TOWER 4,1 55034U 23001AB  25244.90487904  .00012434  00000+0  46070-3 0  9994,2 55034  97.3661 301.9074 0010874  71.5422 288.6999 15.27722651147726
UMBRA-05,1 55036U 23001AD  25244.88795267  .00136650  00000+0  25356-2 0  9997,2 55036  97.3612 303.2713 0003297 256.6615 103.4268 15.48442799147818
SKYKRAFT-1,1 55041U 23001AJ  25245.29936059  .00042077  00000+0  96059-3 0  9993,2 55041  97.3637 310.5667 0007744  48.9644 311.2271 15.42727435148344
FLOCK 4Y-33,1 55042U 23001AK  25244.76956167  .00439607  00000+0  23927-2 0  9999,2 55042  97.3599 321.1862 0004967 265.2567  94.8133 15.78764301149006
FLOCK 4Y-11,1 55043U 23001AL  25244.72507143  .00198625  00000+0  20662-2 0  9997,2 55043  97.3643 318.6728 0003301 345.9563  14.1603 15.63941131148808
NUSAT-34 (AMELIA EARHA*),1 55045U 23001AN  25245.25639669  .00024550  00000+0  92100-3 0  9999,2 55045  97.3685 307.4350 0008379  38.4375 321.7460 15.27186078148302
LYNK TOWER 3,1 55046U 23001AP  25245.15570712  .00020684  00000+0  74753-3 0  9990,2 55046  97.3664 302.6816 0010795  72.2208 288.0209 15.28430639147794
NUSAT-33 (ALBANIA-2),1 55047U 23001AQ  25245.27368559  .00024006  00000+0  88824-3 0  9994,2 55047  97.3435 306.5133 0007723   0.7818 359.3432 15.27651853148373
NUSAT-35 (WILLIAMINA),1 55048U 23001AR  25245.26310450  .00022826  00000+0  82846-3 0  9997,2 55048  97.2335 300.8282 0007434  63.1176 297.0823 15.28297875148332
ICEYE-X21,1 55049U 23001AS  25245.26938551  .00089819  00000+0  18204-2 0  9997,2 55049  97.3679 312.7430 0014820  31.1337 329.0787 15.45954401148466
ION SCV-008,1 55051U 23001AU  25244.77315820  .00009939  00000+0  41720-3 0  9998,2 55051  97.5813 332.1850 0015360 309.6001  50.3878 15.23567740147347
EOSSAT-1,1 55053U 23001AW  25245.04716266  .00012906  00000+0  46687-3 0  9995,2 55053  97.3683 303.3620 0011813  69.2063 291.0441 15.28491233147824
SKYKRAFT-1A,1 55054U 23001AX  25244.88475367  .00008456  00000+0  33707-3 0  9995,2 55054  97.3675 301.7153 0012156  74.8964 285.3618 15.25386029147715
VIGORIDE-5,1 55056U 23001AZ  25245.20060584  .00051167  00000+0  13231-2 0  9991,2 55056  97.3649 306.5115 0005938  60.8784 299.3056 15.38912933148067
SKYKRAFT-1B,1 55058U 23001BB  25244.98921029  .00110505  00000+0  12112-2 0  9996,2 55058  97.3577 316.9342 0003695  24.4569 335.6864 15.62884967148749
ION SCV-007,1 55060U 23001BD  25245.21428435  .00001161  00000+0  17127-3 0  9998,2 55060  97.9428 308.3564 0012402 179.7649 180.3569 14.77126120143739
SKYKRAFT-1C,1 55061U 23001BE  25245.06463455  .00006472  00000+0  28224-3 0  9993,2 55061  97.3658 299.8048 0012780  83.4217 276.8474 15.22434782147604
ICEYE-X27,1 55062U 23001BF  25244.95259481  .00140398  00000+0  14466-2 0  9991,2 55062  97.3598 314.7781 0003048 119.0989 241.0576 15.64372488148572
FLOCK 4Y-20,1 55063U 23001BG  25244.72395474  .00670330  17624-3  23696-2 0  9993,2 55063  97.3568 321.7856 0008602 252.6694 107.3638 15.89002164149009
NUSAT-32 (ALBANIA-1),1 55064U 23001BH  25245.24929649  .00088571  00000+0  13032-2 0  9998,2 55064  97.2237 307.3818 0003863 354.8935   5.2279 15.55138972149206
FLOCK 4Y-12,1 55065U 23001BJ  25244.68754298  .00400099  00000+0  22413-2 0  9998,2 55065  97.3565 321.5496 0004154 264.8665  95.2128 15.78223610148992
FLOCK 4Y-15,1 55068U 23001BM  25244.95547385  .00597090  00000+0  25565-2 0  9997,2 55068  97.3486 321.4852 0005655 280.5217  79.5415 15.83620456149076
FLOCK 4Y-2,1 55074U 23001BT  25244.95237623  .00469386  00000+0  25341-2 0  9993,2 55074  97.3543 321.7045 0004495 277.6038  82.4718 15.78870308149046
YAM-5,1 55076U 23001BV  25244.89502346  .00016087  00000+0  53816-3 0  9990,2 55076  97.3650 304.2202 0011738  67.9803 292.2684 15.30992033147887
FLOCK 4Y-21,1 55077U 23001BW  25244.73566926  .00500008  00000+0  24262-2 0  9991,2 55077  97.3549 321.8292 0005529 273.0446  87.0189 15.81152111149022
OBJECT CA,1 55081U 23001CA  25245.25298230  .00117988  00000+0  13091-2 0  9993,2 55081  97.3591 317.6760 0004904  22.9046 337.2430 15.62539342148796
